sample_id,codice_caseificio,data_seduta,anno,n_immagini_fetta,n_immagini_grana,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,n_panelisti,flag_dati_incompleti,note_qualita,commenti_profumo,commenti_sapore,commenti_aroma,commenti_texture,commenti_struttura_pasta,commenti_colore_pasta,commenti_spessore_crosta,punteggio_profumo,punteggio_sapore,punteggio_aroma,punteggio_texture,punteggio_struttura_pasta,punteggio_colore_pasta,punteggio_spessore_crosta,punteggio_complessivo
TN307_2020-11-25,TN307,2020-11-25,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-11-25_Seduta_12/P3_TN307_543_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-11-25_Seduta_12/P3_TN307_543_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P3_TN307_543_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P3_TN307_543_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P3_TN307_543_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P3_TN307_543_GRANA_B.bmp""]",4,False,Nessun commento Aroma; Nessun commento Texture; Nessun commento Spessore della Crosta,"[""NOcciola""]","[""Sgraziato. Troppo amaro"", ""Piccola venatura amara nel finale""]",[],[],"[""Striata al centro . Più riuscita altrove, per me mai fine"", ""Presenza di qualche piccolissimo occhio""]","[""In una pasta giallo carica macchie o alone nocciola"", ""Alone centrale rosato e un paio di punti neri dati da sporcizia(?)""]",[],,,,,,,,
TN330_2019-01-16,TN330,2019-01-16,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P5a_330_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P5a_330_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-16\\P5a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-16\\P5b_330_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-16\\P5a_330_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-16\\P5b_330_grana.bmp""]",11,False,,"[""mediamente intenso, latte bruciato, lieve pungenza"", ""Panna, latte cotto, tostato, con un po di fruttato"", ""nella norma"", ""nella norma"", ""burro fuso, leggero sentore di affumicato"", ""profumi leggeri"", ""all'apertura anche frutta e fiori, poi panna"", ""leggermente propionico"", ""panna"", ""formaggio fritto;latte cotto;panna;""]","[""dolce, scarsa sapidità , scarsa piccantezza, basso umami"", ""Equilibrato con leggera picantezza"", ""acido e piccante, salato e umami nella norma"", ""salato"", ""salato, leggermente piccante"", ""non dolce. essenziale non squilibrato, poco umami"", ""prevalgono un po' il salato e l'acido"", ""non equilibrato salato e piccante"", ""panna e burro"", ""acido;umami;leggermente piccante""]","[""note di emmental, propioniche, frutta tropicale, poco complesso e poco caratteristico"", ""Latte cotto burro fuso leggero tostato"", ""nella norma"", ""poco intenso"", ""nella norma"", ""nella norma"", ""latticello fermentato, lattici cotti, crosta pulita"", ""difettoso"", ""crosta di formaggio"", ""brodo vegetale;""]","[""asciutta, granulosa, poco solubile"", ""non scioglie subito, ma lascia la bocca pulita, ci sono molti cristalli"", ""asciutto, granuloso e poco solubile, restano residui in bocca, quasi fastidioso"", ""granuloso ma no cristalli abba stanza solubile"", ""nella norma"", ""poco solubile. farinoso"", ""friabile ma non asciutto. microstruttura fine. nessun cristallo percepito"", ""non molto solubile"", ""nella norma"", ""scarsa solubilità"", ""nella norma""]","[""Frattura irregolare zona sotto un piatto che si sgretola leggero strappo"", ""Struttura grandiosa non fine ma omogenea"", ""Granulosa"", ""Frattura irregolare,texture granulosa"", ""nella norma"", ""Struttura slegata, disomogenea. Presente una spacco"", ""Frattura abbastanza regolare, struttura granulare,"", ""Grana grossa, qualche strappetto, frattura"", ""Frattura non bellissima, pasta granulosa con una bella struttura"", ""Frattura evidente fessura leggera grana presente ma grossolana"", ""Frattura molto irregolare, grandiosa con cristalli""]","[""Chiara abbastanza uniforme"", ""Paglierino verso un piatto e parte degli scalzi. Il resto più saturo"", ""Omogeneo"", ""Giallo carico"", ""Chiaro ma non omogeneo"", ""Giallo leggermente verdastro, più carico al centro"", ""Alone centrale"", ""Alone centrale più carico"", ""Non del tutto uniforme alcune zone tendente al grigio"", ""Paglierino più intenso nella parte centrale, scarico estremamente""]","[""10 o 22mm"", ""1 piatto sottile, ~8mm. L'altro piatto oltre il cm"", ""Regolaee"", ""nella norma"", ""Crosta disomogenea. Media 1 cm"", ""nella norma"", ""10"", ""Più spessa su una faccia"", ""nella norma""]",7.512727272727273,6.929090909090909,7.065454545454545,7.180000000000001,7.372727272727272,7.254545454545454,7.090909090909091,
TN326_2021-10-06,TN326,2021-10-06,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-10-06_Seduta_02/P2a_TN326_974_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-10-06_Seduta_02/P2a_TN326_974_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-10-06_Seduta_02\\P2a_TN326_974_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-10-06_Seduta_02\\P2b_TN326_974_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-10-06_Seduta_02\\P2a_TN326_974_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-10-06_Seduta_02\\P2b_TN326_974_Grana.bmp""]",1,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],[],[],[],"[""1/4 della mezza forma è liscia,non grandiosa, con presenza di numerosi occhi da 4mm e una lunga frattura di 3 cm""]",[],[],,,,,,,,
TN328_2022-03-09,TN328,2022-03-09,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-09_Seduta_19/P6a_TN328_160_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-09_Seduta_19/P6a_TN328_160_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-09_Seduta_19\\P6a_TN328_160_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-09_Seduta_19\\P6b_TN328_160_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-09_Seduta_19\\P6a_TN328_160_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-09_Seduta_19\\P6b_TN328_160_grana.bmp""]",2,False,Nessun commento Aroma; Nessun commento Texture; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Gomma bruciata più evidente all’apertura""]","[""Non sembra grana""]",[],[],[],[],[],,,,,,,,
TN302_2019-01-30,TN302,2019-01-30,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P1a_302_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-30/P1a_302_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P1b_302_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P1a_302_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-30\\P1b_302_grana.bmp""]",8,False,,"[""nella norma"", ""burro fuso"", ""brodo vegetale, fruttato e lattico cotto"", ""panna molto intensa. burro, latte fresco. tostano fino"", ""latte cotto;burro;fruttato"", ""brodo vegetale"", ""cioccolato fondente""]","[""leggermente amaro"", ""leggermente salato"", ""equilibrato"", ""nel complesso ecuilibrato, assenza del piccante, inizialmente spicca la sapidita seguita della dolcezza"", ""amaro e salato, eccessi"", ""leggermente salato;dolce;umami"", ""salato, legggermente piccante"", ""leggera nota amara""]","[""panna"", ""burro fuso, panna"", ""panna, latte cotto, burro fuso e fruttato"", ""nella norma"", ""piuttosto neutro"", ""cipolla, cavolfiore""]","[""morbido e poco grana impasta poco solubile pochi crist"", ""morbido, non prefetta la friabilita' . cristalli anche grossi. liquescente nel finale di bocca"", ""pastoso;pochi cristalli;"", ""pastoso, poco solubile, buoni i cristalli"", ""leggermente asciutto"", ""solubile"", ""poco solubile, no tirosina"", ""morbito, si liquefa velocemente e lascia la bocca pulitissima""]","[""Frattura irregolare e grana non omogenea"", ""Taglio irregolare. Lieve striature centrale"", ""Leggermente stirata in alcuni punti"", ""Frattura irregolare, grana grossa esternamente,più liscia al centro"", ""Disomogenea, grossolana"", ""Brutta grana , striature evidente qualche micro occhiatura"", ""Frattura non regolare""]","[""Alone centrale evidente con un sottopiatto più chiaro"", ""Giallo carico al centro, più chiaro verso i 3/4 della forma"", ""Più chiara all' esterno"", ""Giallo carico,un piatto più chiaro"", ""nella norma"", ""Carico più scuro al centro"", ""Anello chiaro perimetrale centro giallo carico, zone verdastre"", ""Colore non omogeneo, un piatto è paglierino pallido tendente al grigio, il resto del formaggio paglierino più deciso""]","[""nella norma"", ""1 piatto molto sottile, l'altro più spesso nella parte centrale"", ""Regolare"", ""nella norma"", ""1 cm di media, su un piatto unghia accentuata"", ""10-12 mm"", ""Leggermente spessa""]",7.5925,7.3975,7.6825,7.3,7.1,6.775,7.3,
TN302_2021-10-20,TN302,2021-10-20,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-10-20_Seduta_04/P1a_TN302_162_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-10-20_Seduta_04/P1a_TN302_162_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-10-20_Seduta_04\\P1a_TN302_162_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-10-20_Seduta_04\\P1b_TN302_162_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-10-20_Seduta_04\\P1a_TN302_162_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-10-20_Seduta_04\\P1b_TN302_162_Grana.bmp""]",0,True,Nessun commento,[],[],[],[],[],[],[],,,,,,,,
TN305_2018-09-19,TN305,2018-09-19,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P2a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P2a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-19\\P2a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-19\\P2b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-19\\P2a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-19\\P2b_305_grana.bmp""]",10,False,Nessun commento Aroma,"[""poco intenso e complesso, a tratti note di formaggio nostrano, scarico"", ""delicato frutta tropicale, leggermente fermentata"", ""poco intenso, sentore di cotto"", ""grana tipico, tostatura e note anche florali"", ""burro fuso e tostato""]","[""dolce sapido, contenuta piccantezza, umami ok"", ""troppo sale"", ""salato"", ""pizzica la lingua, un po astringente"", ""equilibrato ma note anche amare"", ""piccante percepito;"", ""salato e leggermente piccante con nota amara"", ""piccante leggero ma persistente e un po salato, ma non troppo penalizzanti""]",[],"[""tendente al molliccio"", ""Ben friabile, lascia un struttura fine. Si scioglie bene in bocca, non asciutto"", ""Cristalli"", ""nella norma"", ""grana presente, compatto,"", ""nella norma"", ""granuoloso asciutto si percepiscono i cristalli"", ""asciutto"", ""Friabile, appena asciutto""]","[""Non omogenea e stirata"", ""Stirata con occhio centrale 10 km"", ""Poco granulosa"", ""nella norma"", ""In parte stirata"", ""Struttura Granulosa omogenea"", ""Stirata ampia superficie ,microocchiature in tutta la pasta"", ""Stirata , occhio centrale"", ""Difettosa, stirata"", ""Grana molto grossolana con striature,frattura con buco centrale. Stirata""]","[""Alone marcato al centro"", ""Giallo gonfalone centrale"", ""Disomogeneità"", ""Colore più carico al centro"", ""Colorazione giallo carico più accentuato verso il centro"", ""Giallo carico al centro e più chiara verso un piatto,zone grigiastre"", ""Disomogenea e con alone"", ""Non molto omogeneo, carico al centro"", ""Area centrale rossastra""]","[""Crosta molto sfumata Media 12mm"", ""0.8"", ""Poco regolare"", ""nella norma"", ""1,1 cm"", ""Spessore non uniforme, maggiore degli scalzi, nella media 10 con vistosi ingrossamento nella giunzione tra scalzo e piatto"", ""10 km"", ""10 mm"", ""Nella media"", ""10 mm..""]",7.504,6.886,,7.401999999999999,6.16,6.55,7.029999999999999,
TN328_2021-12-14,TN328,2021-12-14,2021,0,0,,,[],[],3,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Profumo; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Spessore della Crosta,[],[],[],[],"[""Pare disidratata"", ""Unica fessura da 4cm""]","[""Alone molto carico rosato""]",[],,,,,,,,
TN330_2020-02-12,TN330,2020-02-12,2019,0,0,,,[],[],5,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Profumo; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],"[""Un amaro netto""]","[""IN generale oggi naso poco libero. Forse le intensità sono state sottovalutate""]","[""Solubile""]","[""Aspetto pasta Sottocrosta disidratato"", ""Fessura di circa 5 cm"", ""Strappo 5 cm"", ""Tutto il sottocrosta è secco, disidratato, quasi gessata"", ""Disidratata e sembra dura!""]",[],[],,,,,,,,
TN316_2022-05-18,TN316,2022-05-18,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-18_Seduta_26/P4a_TN316_761_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-18_Seduta_26/P4a_TN316_761_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-18_Seduta_26\\P4a_TN316_761_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-18_Seduta_26\\P4b_TN316_761_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-18_Seduta_26\\P4a_TN316_761_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-18_Seduta_26\\P4b_TN316_761_grana.bmp""]",1,False,Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Intrigante""]","[""Equilibrato e complesso""]","[""Anche L’aroma è interessante e duraturo,,,""]","[""Ho segnato durezza positiva perché ritengo abbia una bella espressione,""]",[],[],[],,,,,,,,
TN323_2022-06-08,TN323,2022-06-08,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-08_Seduta_28/P5a_TN323_123_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-08_Seduta_28/P5a_TN323_123_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-08_Seduta_28\\P5a_TN323_123_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-08_Seduta_28\\P5b_TN323_123_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-08_Seduta_28\\P5a_TN323_123_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-08_Seduta_28\\P5b_TN323_123_Grana.bmp""]",3,False,Nessun commento Sapore; Nessun commento Texture; Nessun commento Spessore della Crosta,"[""Radici fresche""]",[],"[""Debole,"", ""Mentolato""]",[],"[""Peccato per la fessura grossa!""]","[""Lèggerissimo alone rosa centrale""]",[],,,,,,,,
TN307_2018-09-19,TN307,2018-09-19,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-19/P3a_307_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-19\\P3a_307_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-19\\P3b_307_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-19\\P3a_307_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-19\\P3b_307_grana.bmp""]",10,False,Nessun commento Aroma,"[""lieve nota ossidata di cetriolo / cimice, per il resto piuttosto piatto"", ""ananas"", ""leggermente kefir/yogurt ins mais"", ""burroso ma con tostatura forte"", ""panna e latte fresco, sentore di frutta secca""]","[""sapido/umami, piccantezza media, abbastanza equilibrato"", ""equilibrato"", ""umami"", ""equilibrio medio con leggere note amare e salate"", ""un po salato"", ""non piccante, leggermente acido, salato ottimale, dolce percepibile"", ""piccante, salato""]",[],"[""lascia la bocca pulita"", ""asciutto"", ""secco, asciutto"", ""deformabile, compatto, poco friabile, poco granuloso"", ""compatta e poco solubile. pastoso"", ""morbido poca grana impasta"", ""nella norma"", ""morbido, poco friabile, poca microstruttura"", ""Grana ben percettibile, presenza di cristalli"", ""nella norma""]","[""Non regolare strirata"", ""Frattura irregolare con striature e microocchiature 0,5 mm"", ""."", ""nella norma"", ""Frattura irregolare, leggera striature"", ""Microocchiatura centrale"", ""Poco grandiosa, qualche zona con micro occhiatura"", ""Stirata, difettosa"", ""Grana grossolana""]","[""Leggero alone"", ""Colore uniforme tendente al grigio"", ""Omogenea"", ""Giallo paglierino omogeneo"", ""Zone grigiastre"", ""Chiaro e abbastanza omogeneo"", ""Non molto carico, abbastanza Omogeneo"", ""Omogenea tranne nel sottocrosta""]","[""Piatti circa 9mm Scalzo circa 11mm Spigoli circa 15mm Media 10mm"", ""10 mm"", ""Molto fine con poca unghia"", ""nella norma"", ""12 mm"", ""9 mm"", ""Più marcata su un lato"", ""Mediamente 12 ma in alcuni punti anche di più""]",7.215999999999999,7.264,,7.06,6.779999999999999,7.76,7.15,
TN307_2021-01-27,TN307,2021-01-27,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-27_Seduta_19/P2_TN307_123_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-27_Seduta_19/P2_TN307_123_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-27_Seduta_19\\P2_TN307_123_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-27_Seduta_19\\P2_TN307_123_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-27_Seduta_19\\P2_TN307_123_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-27_Seduta_19\\P2_TN307_123_GRANA_B.bmp""]",7,False,,"[""Debole fermentazione""]","[""Amati prevale un po'"", ""Allappante""]","[""Nota di sapone strana""]","[""Forse anche poco solubile""]","[""Frattura abbastanza regolare ma incavata"", ""Meno evoluta verso ipiatti"", ""Struttura \""GRASSA\"""", ""Nel complesso bella!""]","[""Paglierina"", ""Color cipria"", ""I bordi sono completamente rosa""]","[""Unghia soprattutto confrontando il colore con la pasta molto pallida"", ""Colore sottocrosta diverso da tutto il resto, rosellino""]",,,,,,,,
TN306_2019-01-16,TN306,2019-01-16,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P1a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P1a_306_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-16\\P1a_306_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-16\\P1b_306_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-16\\P1a_306_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-16\\P1b_306_grana.bmp""]",11,False,,"[""poco intenso, burro fuso, nota fermentata, brodo"", ""Latto cotto burro tostato"", ""burro, burro fuso e crosta, leggeri"", ""latte/panna , cotto"", ""nella norma"", ""note floreali su base latte, panna e burro freschi. lieve tostatura. intensit' buona"", ""in più di un pezzo sentore di marcio, fermentato cattico, putrido"", ""positivo ma poco intenso"", ""latte"", ""latte fresco;panna;brodo vegetale""]","[""sapidità media, piccantezza marcata, buon umami"", ""equilibrato"", ""saporito, salato e uamai adeguati, piccante praticamente assente"", ""salato"", ""nella norma"", ""non direi dolce, ma il resto equilibrato, senza umami"", ""leggermente prevalenti salato e umami"", ""molto amaro"", ""buon bilanciamento, sentore di formaggio cotto"", ""dolce;""]","[""burro fuso, panna, brodo di carne, equilibrato"", ""Latto cotto burrro panna e tostato finale"", ""aroma di formaggio cotto e burro fuso, leggeri e non fastidiosi"", ""animale/paglia/letame"", ""nella norma"", ""nella norma"", ""nella norma"", ""lattici cotti, brodo animale"", ""nella norma"", ""crosta di formaggio"", ""latte""]","[""umida, cedevole, morbida, poco granulosa, poco solubile"", ""lascia pochi frammenti"", ""moderata durezza, friabile, granuloso, solubile, cristalli percepibili"", ""asciutto granuloso cristalli abbastanza solubile"", ""friabile ma non asciutto. microcristalli fini e presenti. struttura fine"", ""umido e solubile"", ""un po- pi\\ presente la grana"", ""cristalli presenti, microstruttura tendente all-inesistente"", ""pastoso""]","[""Frattura con profondo avvallamento e striature che si dipartono da un piatto"", ""Grana fine, anche omogenea. Peccato la frattura irregolare"", ""Granulosa"", ""Granulosa fine"", ""Zone stirata, Microocchiatura"", ""Grana omogenea, grossolana"", ""Frattura abbastanza regolare, grana visibile, nessuna occhiatura,"", ""Particolare frattura su un piatto, grana evidente"", ""Frattura non bellissima ma pasta granulosa, con grana abbastanza definita"", ""Grana Bella frattura non del tutto regolare ma assenza di difetti"", ""Frattura integolare""]","[""Alone leggero on corona rodata e una macchia rosata"", ""Al centro e verso 1 piatto più carico"", ""Giallina"", ""Giallo carico"", ""nella norma"", ""Co!ore un po' carico ma omogeneo. Positivo"", ""Giallo intenso uniforme"", ""Alone nocciola dove rottura con fossa"", ""Carico con lieve alone rosato"", ""Alone più scuro centrale"", ""Un piatto più chiaro""]","[""1 cm ma di colore molto contrastato"", ""1 piatto sul 12 mm o più, l'altro più sottile"", ""Omogenea"", ""nella norma"", ""1,1 cm"", ""nella norma"", ""11"", ""Dal colore marcato, meno spessa su un lato"", ""Molto evidente"", ""nella norma""]",7.36,7.54,7.414545454545455,7.654545454545455,7.718181818181819,7.318181818181818,7.054545454545454,
TN311_2021-12-01,TN311,2021-12-01,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-12-01_Seduta_09/P2a_TN311_823_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-12-01_Seduta_09/P2a_TN311_823_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-12-01_Seduta_09\\P2a_TN311_823_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-12-01_Seduta_09\\P2b_TN311_823_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-12-01_Seduta_09\\P2a_TN311_823_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-12-01_Seduta_09\\P2b_TN311_823_Grana.bmp""]",0,True,Nessun commento,[],[],[],[],[],[],[],,,,,,,,
