id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista
736,OK,"La texture è granulosa ma ancora umida, con una solubilità medio-bassa.","granulosa ma ancora umida, solubilit' medio bassa","granulosa ma ancora umida, solubilit' medio bassa",2018,C0A,TG_20
737,FUORI_ATTRIBUTO,È morbido e presenta pochi granuli.,morbido e pochi granuli...,morbido e pochi granuli...,2018,C0A,TG_24
738,OK,"Il campione è morbido e grasso, con cristalli evidenti che ne caratterizzano la texture.",morbido grasso cristalli evidenti,morbido grasso cristalli evidenti,2018,C0C,Q_09
739,OK,"Il campione è morbido, non talmente da perdere friabilità, con microstruttura grossolana e pochissimi cristalli.","morbido, non talmente da perdere friabilita'. microstruttura grossolana. pochissimi cristalli","morbido, non talmente da perdere friabilita'. microstruttura grossolana. pochissimi cristalli",2018,C0C,TG_04
740,OK,"Il campione risulta molto asciutto, con grana fine e cristalli numerosi.","molto asciutta, grana fine, cristalli numerosi,","molto asciutta, grana fine, cristalli numerosi,",2018,C0C,TG_14
741,FUORI_ATTRIBUTO,"È adesivo, poco friabile e poco solubile.","adesivo, poco friabile e poco solubile","adesivo, poco friabile e poco solubile",2018,C0C,TG_19
742,OK,"Il campione presenta una pasta granulosa, mediamente asciutta e solubile.","granulosa, mediamente asciutta, solubile","granulosa, mediamente asciutta, solubile",2018,C0C,TG_20
743,FUORI_ATTRIBUTO,È asciutto e presenta pochi cristalli.,asciutto asciutto.... e pochi cristalli,asciutto asciutto.... e pochi cristalli,2018,C0C,TG_24
744,ILLEGGIBILE,,cristalli gommoso,cristalli gommoso,2018,C0C,TG_26
745,OK,"Il campione è morbido, granuloso e presenta cristalli evidenti.",morbido granuloso cristalli evidenti,morbido granuloso cristalli evidenti,2018,C0D,Q_09
746,OK,"Il campione è morbido al morso, estremamente friabile con una struttura finissima, quasi sabbiosa, e non asciutto, risultando interessante.","morbido al morso, estremamente friabile in una struttura finissima, quasi sabbiosa. non essendo asciutto interessantissimo","morbido al morso, estremamente friabile in una struttura finissima, quasi sabbiosa. non essendo asciutto interessantissimo",2018,C0D,TG_04
747,ILLEGGIBILE,,un p; secco,un p; secco,2018,C0D,TG_11
748,OK,"Il campione è molto asciutto, conferendo una sensazione di secchezza marcata al palato.",molto asciutto,molto asciutto,2018,C0D,TG_12
749,OK,"Il campione è molto friabile, presenta numerosi cristalli ed è solubile.","molto firabile, numerosi cristaali, solubile.","molto friabile, numerosi cristaali, solubile.",2018,C0D,TG_14
750,FUORI_ATTRIBUTO,Potrebbe essere più solubile.,Potrrebbe essere più solubile,Potrrebbe essere più solubile,2018,C0D,TG_19
751,OK,"Il campione è granuloso, solubile e asciutto.","granulosa, solubile, asciutta","granulosa, solubile, asciutta",2018,C0D,TG_20
752,FUORI_ATTRIBUTO,"Ha molti cristalli, è molto pastoso e asciutto.","molti cristalli, molto pastoso e asciutto per;...","molti cristalli, molto pastoso e asciutto per;...",2018,C0D,TG_24
753,FUORI_ATTRIBUTO,Se non fosse per i troppi cristalli...,se non fosse per i troppi cristalli...,se non fosse per i troppi cristalli...,2018,C0D,TG_26
754,OK,Il campione è duro con solubilità difficoltosa e presenta scarsissimi granuli di tirosina.,DURO CON SOLUBILITà DIFFICOLTOSA;SCARSSISIMI GRANULI DI TIROSINA,DURO CON SOLUBILITà DIFFICOLTOSA;SCARSSISIMI GRANULI DI TIROSINA,2018,C0H,Q_02
755,OK,"Il campione è morbido con cristalli, granuloso e lascia un po' di residuo.",morbido con cristalli granuloso lascia un po di residuo,morbido con cristalli granuloso lascia un po di residuo,2018,C0H,Q_09
756,OK,"Il campione presenta molti cristalli, anche grossi, è friabile, asciutto e ha una microstruttura fine.","molti cristalli, anche grossi. friabile, asciutto. microstruttura fine","molti cristalli, anche grossi. friabile, asciutto. microstruttura fine",2018,C0H,TG_04
757,FUORI_ATTRIBUTO,C'è assenza di cristalli e granulosità.,assenza di cristalli e granulosit';,assenza di cristalli e granulosit';,2018,C0H,TG_11
758,OK,"La pasta del campione è asciutta, contribuendo a una texture piacevole e ben definita.",asciutto,asciutto,2018,C0H,TG_12
759,OK,"Il campione è compatto, praticamente non granuloso, solubile e asciutto.","compatto, praticamente non granuloso, solubile,asciutto.","compatto, praticamente non granuloso, solubile,asciutto.",2018,C0H,TG_14
760,ILLEGGIBILE,,"non  lo so, ho docuto sputarlo","non  lo so, ho docuto sputarlo",2018,C0H,TG_19
761,FUORI_ATTRIBUTO,"È cedevole, ancora umido e poco granuloso.","cedevole, ancora umida, poco granulosa","cedevole, ancora umida, poco granulosa",2018,C0H,TG_20
762,FUORI_ATTRIBUTO,Manca umidità e solubilità.,manca umidit' e solubilit',manca umidit' e solubilit',2018,C0H,TG_24
763,FUORI_ATTRIBUTO,Un cubetto non è di alta solubilità come gli altri.,UN CUBETTO NON è DI ALTA SOLUBILITà COME GLI ALTRI,UN CUBETTO NON è DI ALTA SOLUBILITà COME GLI ALTRI,2018,C0N,Q_02
764,OK,"Il campione presenta una pasta asciutta con cristalli evidenti, ma una solubilità che lascia un residuo.",asciutto cristalli evidenti poco solub rimane residuo,asciutto cristalli evidenti poco solub rimane residuo,2018,C0N,Q_09
765,OK,"Il campione è umido e morbido, con una friabilità fine e microcristalli presenti e ben sviluppati.","umido, morbido, comunque friabile finemente, microcristastalli presenti e fini","umido, morbido, comunque friabile finemente, microcristastalli presenti e fini",2018,C0N,TG_04
766,OK,"Il campione è duro e compatto, con una grana fine e una solubilità abbastanza buona.","duro, compatto, grna fine, abbastanza solubile","duro, compatto, grna fine, abbastanza solubile",2018,C0N,TG_14
767,OK,Il campione è molto friabile e presenta una buona solubilità.,"molto friabile, solubile","molto friabile, solubile",2018,C0N,TG_19
768,OK,"Il campione è granuloso, asciutto e presenta una buona solubilità.","granulosa, asciutta, solubile","granulosa, asciutta, solubile",2018,C0N,TG_20
769,OK,"Il campione mostra una bella presenza di cristalli, è asciutto e ha una buona solubilità.","bella presenza di cristalli, asciutto, ma buona solubilit'","bella presenza di cristalli, asciutto, ma buona solubilit'",2018,C0N,TG_24
770,OK,"Il campione è morbido, poco granuloso e presenta pochi cristalli.",morbido poco granuloso pochi cristalli,morbido poco granuloso pochi cristalli,2018,C0Q,Q_09
771,FUORI_ATTRIBUTO,"È cedevole, morbido e ingozza.","cedevole, morbido, ingozza","cedevole, morbido, ingozza",2018,C0Q,TG_04
772,ILLEGGIBILE,,tro,tro,2018,C0Q,TG_12
773,OK,Il campione è molle e cedevole.,"molle, cedevole","molle, cedevole",2018,C0Q,TG_13
774,OK,"Il campione è morbido e friabile, con una grana abbastanza sottile, buona solubilità e pochi cristalli.","morbido e friabile, grana abbastanza sottile, solubile, pochicristalli","morbido e friabile, grana abbastanza sottile, solubile, pochicristalli",2018,C0Q,TG_14
775,OK,"Il campione è leggermente cedevole, granuloso e ancora un po' umido.","leggermente cedevole ma granulosa, ancora un po umida","leggermente cedevole ma granulosa, ancora un po umida",2018,C0Q,TG_20
776,OK,Il campione presenta cristalli molto presenti e una consistenza conforme.,"cristalli molto presenti, consistenza OK","cristalli molto presenti, consistenza OK",2018,C0Q,TG_24
777,OK,"Il campione è asciutto, tende ad impastare e lascia un residuo con cristalli percepibili.",asciutto tende ad impastare e lascia residuo percepibili cristallo,asciutto tende ad impastare e lascia residuo percepibili cristallo,2018,C0H,Q_09
778,OK,Il campione è appena un po' plastico.,appena un po' plastico,appena un po' plastico,2018,C0H,TG_04
779,OK,"Il campione è duro ma friabile, con una grana abbastanza grossa, solubile e cristalli ben percepibili.","duro ma friabile, grana abbastanza grossa ma solubile, cristalli ben percepibili","duro ma friabile, grana abbastanza grossa ma solubile, cristalli ben percepibili",2018,C0H,TG_14
780,OK,"Il campione è asciutto, granuloso, solubile, a tratti sabbioso ma gradevole.","asciutto, granuloso, solubile, a tratti sabbioso ma gradevole","asciutto, granuloso, solubile, a tratti sabbioso ma gradevole",2018,C0H,TG_20
781,FUORI_ATTRIBUTO,Forse ci sono troppi cristalli.,forse troppi cristalli,forse troppi cristalli,2018,C0H,TG_26
782,FUORI_ATTRIBUTO,"Tende ad impastare, ha pochi cristalli ed è poco granuloso, lasciando un residuo farinoso.",tende ad impastare critalli pochi poco granuloso ladcia residuo farinoso,tende ad impastare critalli pochi poco granuloso ladcia residuo farinososo,2018,C0N,Q_09
783,OK,"Il campione presenta una pasta morbida, con una struttura grossolana e una friabilità limitata.","morbido, al morso lascia una struttura grossolana per poca friabilit'","morbido, al morso lascia una struttura grossolana per poca friabilit'",2018,C0N,TG_04
784,OK,Il campione mostra una texture farinososa.,farinoso,farinososo,2018,C0N,TG_13
785,OK,"Il campione è compatto e duro, con una consistenza piuttosto pastosa e privo di grana.","compatto, duro, piuttosto pastoso e rpivo di grana.","compatto, duro, piuttosto pastoso e rpivo di grana.",2018,C0N,TG_14
786,OK,Il campione è molto compatto e poco friabile.,"Molto  compatto, poco friabile,","Molto  compatto, poco friabile,",2018,C0N,TG_19
787,OK,"Il campione è giovane, umido, cedevole e poco granuloso.","giovane, umida, cedevole, poco granulosa","giovane, umida, cedevole, poco granulosa",2018,C0N,TG_20
788,OK,"Il campione è morbido, con cristalli ben evidenti; asciutto all'inizio, tende a impastare e lascia un po' di residuo.",morbido con cristalli ben evidenti asciutto all'inizio tende un po ad impastrare e lascia un po di residuo,morbido con cristalli ben evidenti asciutto all'inizio tende un po ad impastrare e lascia un po di residuo,2018,C0D,Q_09
789,OK,"Il campione è friabile e asciutto, con una microstruttura abbastanza fine; i cristalli sono presenti ma non numerosissimi, e impasta nel finale.","friabile, asciutto ma non troppo. Microstruttura abbastanza fine. cristalli non numerosissimi, presenti. impasta e ingozza nel finale","friabile, asciutto ma non troppo. Microstruttura abbastanza fine. cristalli non numerosissimi, presenti. impasta e ingozza nel finale",2018,C0D,TG_04
790,OK,"Il campione presenta una buona durezza, con strutture e microstrutture ottimali; permane in bocca senza impastare.","durezza buona struttura e microstrutture ottimali, permane in bocca  con struttura e non si impasta","durezza buona struttura e microstrutture ottimali, permane in bocca  con struttura e non si impasta",2018,C0D,TG_08
791,OK,Il campione è inconsistente e privo di cristalli.,inconsistente e senza cristalli,inconsistente e senza cristalli,2018,C0D,TG_11
792,OK,Il campione risulta un po' adesivo.,un po- adesiva,un po' adesiva,2018,C0D,TG_15
793,OK,"Il campione è granuloso, solubile, mediamente duro, con una buona presenza di microcristalli e molto gradevole.","granuloso, solubile, mediamente duro, buona presenza di microcristalli, molto gradevole","granuloso, solubile, mediamente duro, buona presenza di microcristalli, molto gradevole",2018,C0D,TG_20
794,OK,Il campione è molto asciutto e pastoso.,molto asciutto e pastoso,molto asciutto e pastoso,2018,C0D,TG_24
795,OK,Il campione è granuloso e leggermente pastoso.,granuloso legg pastoso,granuloso legg pastoso,2018,C0D,TG_26
796,OK,"Il campione è morbido, con cristalli evidenti; è pastoso ma non molto granuloso e poco solubile.",morbido con cristalli evidenti pastoso ma non molto granuloso e poso solubile,morbido con cristalli evidenti pastoso ma non molto granuloso e poso solubile,2018,C0E,Q_09
797,OK,"Il campione non è perfettamente friabile, cedevole al molare e morbido; i cristalli sono molto presenti, anche grossi.","non perfettamente friabile, cedevole al molare, morbido. Cristalli molto presenti, anche grossi, pure troppo","non perfettamente friabile, cedevole al molare, morbido. Cristalli molto presenti, anche grossi, pure troppo",2018,C0E,TG_04
798,OK,Il campione è troppo umido.,troppo umido,troppo umido,2018,C0E,TG_05
799,OK,"Il campione presenta cristalli, ma non ha microstruttura; si impasta, con durezza media e solubilità elevata.","presenza di cristalli, ma non microstruttura si impasta, durezza mediasolubilit' elevata","presenza di cristalli, ma non microstruttura si impasta, durezza mediasolubilit' elevata",2018,C0E,TG_08
800,OK,Il campione è pastoso e presenta scarsi cristalli.,pastoso e scarsi cristalli,pastoso e scarsi cristalli,2018,C0E,TG_11
801,FUORI_ATTRIBUTO,È adesiva.,adesiva,adesiva,2018,C0E,TG_15
802,OK,"Il campione presenta una pasta umida, cedevole e poco granulosa, con caratteristiche tattili che evidenziano una certa morbidezza.","umida, cedevole, poco granulosa","umida, cedevole, poco granulosa",2018,C0E,TG_20
803,OK,"Il campione mostra una media presenza di cristalli e un'umidità equilibrata, contribuendo a una buona texture.",media... presenza di cristalli e umidit' equilibrata,media... presenza di cristalli e umidit' equilibrata,2018,C0E,TG_24
804,OK,"Il campione presenta cristalli anche grossi e una leggera pastosità, suggerendo una texture interessante.",cristalli anche grossi e legg pastoso,cristalli anche grossi e legg pastoso,2018,C0E,TG_26
805,OK,"Il campione è granuloso e friabile, con cristalli evidenti e una solubilità leggermente residua sabbiosa.",granuloso e friabile cristalli evidenti solubile leggerero residuo sabbioso,granuloso e friabile cristalli evidenti solubile leggerero residuo sabbioso,2018,C0G,Q_09
806,OK,"Il campione è friabile, con una microstruttura fine e microcristalli presenti, non presenta asciuttezza.",friabile. microstruttura fine. microcristalli presenti. non asciutto,friabile. microstruttura fine. microcristalli presenti. non asciutto,2018,C0G,TG_04
807,OK,"Il campione mostra quasi assenza di cristalli e risulta troppo umido, compromettendo la texture.",quasi assenza di cristalli;troppo umido,quasi assenza di cristalli;troppo umido,2018,C0G,TG_05
808,OK,"Il campione è morbido, senza struttura e microcristalli, risultando troppo solubile.","morbido, senza struttura e microcristalli, troppo solubile","morbido, senza struttura e microcristalli, troppo solubile",2018,C0G,TG_08
809,OK,"Il campione presenta molti cristalli, contribuendo a una texture interessante.",molti cristalli,molti cristalli,2018,C0G,TG_11
810,OK,"Il campione mostra una buona solubilità, rendendolo adatto per diverse applicazioni culinarie.",abbastanza solubile,abbastanza solubile,2018,C0G,TG_15
811,OK,"Il campione è granuloso ma non molto solubile, con una leggera cedevolezza.","granulosa ma non molto solubile, leggermente cedevole","granulosa ma non molto solubile, leggermente cedevole",2018,C0G,TG_20
812,OK,"Il campione presenta molti cristalli, è ben friabile e in ottimo equilibrio tra umidità e solubilità.","molti cristalli, ben friabile e in ottimo equilibrio tra umidit. e soubilita-","molti cristalli, ben friabile e in ottimo equilibrio tra umidit. e soubilita-",2018,C0G,TG_24
813,OK,"Il campione è umido, cedevole, morbido, poco granuloso e poco solubile, evidenziando una certa fragilità.","umida, cedevole, morbida, poco granulosa, poco solubile","umida, cedevole, morbida, poco granulosa, poco solubile",2018,C0D,TG_20
814,OK,"Il campione lascia pochi frammenti, suggerendo una buona compattezza.",lascia pochi frammenti,lascia pochi frammenti,2018,C0D,TG_35
815,OK,"Il campione presenta una moderata durezza, è friabile, granuloso, solubile e con cristalli percepibili.","moderata durezza, friabile, granuloso, solubile, cristalli percepibili","moderata durezza, friabile, granuloso, solubile, cristalli percepibili",2018,C0D,TG_14
816,OK,"Il campione è asciutto, granuloso e presenta cristalli, risultando abbastanza solubile.",asciutto granuloso cristalli abbastanza solubile,asciutto granuloso cristalli abbastanza solubile,2018,C0D,Q_09
817,OK,"Il campione è friabile ma non asciutto, con microcristalli fini e presenti, mostrando una struttura fine.",friabile ma non asciutto. microcristalli fini e presenti. struttura fine,friabile ma non asciutto. microcristalli fini e presenti. struttura fine,2018,C0D,TG_04
818,OK,"Il campione è umido e solubile, evidenziando una certa fragilità.",umido e solubile,umido e solubile,2018,C0D,TG_19
819,OK,"Il campione presenta un po' più di grana, suggerendo una texture interessante.",un po- pi\ presente la grana,un po' pi\ presente la grana,2018,C0D,TG_26
820,OK,"Il campione presenta cristalli, ma la microstruttura tende a essere inesistente.","cristalli presenti, microstruttura tendente all-inesistente","cristalli presenti, microstruttura tendente all-inesistente",2018,C0D,TG_11
821,FUORI_ATTRIBUTO,È pastoso.,pastoso,pastoso,2018,C0D,TG_05
822,OK,"Il campione presenta una pasta mediamente umida, con granulosità moderata e solubilità, accompagnata da pochi cristalli.","un po umida, mediamente granulosa, mediamente solubile, pochi cristalli","un po umida, mediamente granulosa, mediamente solubile, pochi cristalli",2018,C0H,TG_20
823,OK,"Il campione lascia la bocca abbastanza pulita, con presenza di diversi cristalli.","lascia la bocca abbastanza pulita, presenza di diversi cristalli","lascia la bocca abbastanza pulita, presenza di diversi cristalli",2018,C0H,TG_35
824,OK,"Il campione è abbastanza duro, compatto ma friabile, con grana fine e buona solubilità.","abbastanza duro, compatto ma friabile, grana fine, solubile","abbastanza duro, compatto ma friabile, grana fine, solubile",2018,C0H,TG_14
825,OK,"Il campione è morbido, presenta qualche cristallo asciutto e tende ad impastare, con poca grana che si scioglie.",morbido con qualche cristallo asciutto tende ad impastare poca grana si scioglie,morbido con qualche cristallo asciutto tende ad impastare poca grana si scioglie,2018,C0H,Q_09
826,OK,"La pasta presenta una leggera pastosità, che offre una consistenza interessante al palato.",un po' pastoso,un po' pastoso,2018,C0H,TG_13
827,OK,"Il campione è friabile, con microstruttura non fine e cristalli presenti, numerosi e di diverse dimensioni; prima della deglutizione tende ad asciugare le fauci.","friabile. microstruttura non fine. cristalli presenti, numerosi, di diverse dimensioni.  prima della deglutizione tende ad asciugare le fauci","friabile. microstruttura non fine. cristalli presenti, numerosi, di diverse dimensioni.  prima della deglutizione tende ad asciugare le fauci",2018,C0H,TG_04
828,OK,Il campione non è troppo friabile né solubile.,non troppo friabile né solubile,non troppo friabile né solubile,2018,C0H,TG_19
829,FUORI_ATTRIBUTO,Ha poca grana.,poca grana,poca grana,2018,C0H,TG_26
830,FUORI_ATTRIBUTO,La microstruttura è assente.,microstruttura assente,microstruttura assente,2018,C0H,TG_11
831,ILLEGGIBILE,,;pastoso;,;pastoso;,2018,C0H,TG_05
832,OK,"Il campione è morbido, poco granuloso e poco solubile, con buona presenza di microcristalli e leggermente adesivo.","morbida, poco granulosa, poco solubile, buona presenza di microcristalli, leggermente adesiva","morbida, poco granulosa, poco solubile, buona presenza di microcristalli, leggermente adesiva",2018,C0L,TG_20
833,OK,"In bocca si scioglie bene, lasciando granelli percettibili, ma piccoli.","In bocca si sciogli bene, lasciando granelli percettibili, ma piccoli","In bocca si sciogli bene, lasciando granelli percettibili, ma piccoli",2018,C0L,TG_35
834,OK,"Il campione è duro, con pasta compatta e poco friabile, grana molto fine, cristalli praticamente assenti e buona solubilità.","duro, pasta compatta e poco friabile, grana molto fine, cristalli praticamente assenti, solubile.","duro, pasta compatta e poco friabile, grana molto fine, cristalli praticamente assenti, solubile.",2018,C0L,TG_14
835,OK,"Il campione presenta grana abbastanza evidente, è pastoso con pochi cristalli e lascia residuo.",grana abbastanza evidente pastoso con pochi cristalli lascia residuo,grana abbastanza evidente pastoso con pochi cristalli lascia residuo,2018,C0L,Q_09
836,OK,Il campione ha poca grana in bocca ed è pastoso.,"poca grana in bocca, pastoso","poca grana in bocca, pastoso",2018,C0L,TG_13
837,OK,"Il campione presenta cristalli presenti ma rari, tende al morbido, è umido e mostra discreta friabilità.","cristalli presenti, ma rari. tende al morbido. umido. comunque discreta friabilita'","cristalli presenti, ma rari. tende al morbido. umido. comunque discreta friabilita'",2018,C0L,TG_04
838,OK,"Il campione è compatto, poco friabile, poco granuloso, adesivo e quasi senza cristalli.","compatto, poco friabile, poco granuloso, adesivo, quasi senza cristalli","compatto, poco friabile, poco granuloso, adesivo, quasi senza cristalli",2018,C0L,TG_19
839,FUORI_ATTRIBUTO,La grana è assente e il formaggio è molto tenero.,grana assente molto tenero,grana assente molto tenero,2018,C0L,TG_26
840,FUORI_ATTRIBUTO,Il formaggio è poco umido.,poco umido,poco umido,2018,C0L,TG_11
841,FUORI_ATTRIBUTO,"La consistenza è quasi gommosa, poco granulosa ma solubile, più simile a un formaggio nostrano.","quasi gommosa, poco granulosa ma solubile, pi\ da formaggio nostrano","quasi gommosa, poco granulosa ma solubile, pi\ da formaggio nostrano",2018,C0M,TG_20
842,OK,Il campione presenta una pasta cremosa con residui in bocca e una buona presenza di cristalli.,"lascia in pocca dei residui cremoso, presenza di criatalli","lascia in pocca dei residui cremoso, presenza di criatalli",2018,C0M,TG_35
843,OK,"Il campione è duro e compatto, con assenza di grana e una solubilità limitata, suggerendo una stagionatura poco avanzata.","duro e copmatto ma senza grana, sembra poco stagionato, solubile","duro e copmatto ma senza grana, sembra poco stagionato, solubile",2018,C0M,TG_14
844,OK,"Il campione è morbido e cedevole, con cristalli presenti che lasciano un residuo in bocca.",morbido e impasta qualche cristalli lascia residuo in bocca,morbido e impasta qualche cristalli lascia residuo in bocca,2018,C0M,Q_09
845,ILLEGGIBILE,,legg gommoso,legg gommoso,2018,C0M,TG_12
846,OK,"Il campione è morbido e cedevole, impasta la bocca e presenta cristalli.",morbido e cedevole. impasta la bocca. cristalli presenti,morbido e cedevole. impasta la bocca. cristalli presenti,2018,C0M,TG_04
847,OK,"Il campione è compatto, adesivo, poco solubile e poco friabile, con una scarsa presenza di cristalli.","compatto, adesivo, poco solubile e poco friabile, poco granuloso, pochi cristalli","compatto, adesivo, poco solubile e poco friabile, poco granuloso, pochi cristalli",2018,C0M,TG_19
848,OK,"Il campione ha una grana assente e risulta tenerissimo, con una texture molto morbida.",grana assente tenerissimo,grana assente tenerissimo,2018,C0M,TG_26
849,OK,Il campione presenta una buona presenza di cristalli e una buona solubilità.,"presenza di cristalli, buona solubilit'","presenza di cristalli, buona solubilit'",2018,C0M,TG_11
850,OK,Il campione ha pochi cristalli ed è molto pastoso.,pochi cristalli;molto pastoso,pochi cristalli;molto pastoso,2018,C0M,TG_05
851,OK,"Il campione è asciutto, granuloso e poco solubile.","asciutta, granulosa, poco solubile","asciutta, granulosa, poco solubile",2018,C0Q,TG_20
852,OK,"Il campione non scioglie subito, ma lascia la bocca pulita e presenta molti cristalli.","non scioglie subito, ma lascia la bocca pulita, ci sono molti cristalli","non scioglie subito, ma lascia la bocca pulita, ci sono molti cristalli",2018,C0Q,TG_35
853,OK,"Il campione è asciutto, granuloso e poco solubile, lasciando residui in bocca e risultando quasi fastidioso.","asciutto, granuloso e poco solubile, restano residui in bocca, quasi fastidioso","asciutto, granuloso e poco solubile, restano residui in bocca, quasi fastidioso",2018,C0Q,TG_14
854,ILLEGGIBILE,,granuloso ma no cristalli abba stanza sol,granuloso ma no cristalli abba stanza sol,2018,C0Q,Q_09
855,OK,Il campione è poco solubile e presenta una consistenza farinoso.,poco solubile. farinoso,poco solubile. farinososo,2018,C0Q,TG_13
856,OK,"Il campione è friabile ma non asciutto, con microstruttura fine e nessun cristallo percepito.",friabile ma non asciutto. microstruttura fine. nessun cristallo percepito,friabile ma non asciutto. microstruttura fine. nessun cristallo percepito,2018,C0Q,TG_04
857,OK,Il campione non è molto solubile.,non molto solubile,non molto solubile,2018,C0Q,TG_19
858,OK,Il campione presenta una scarsa solubilità.,scarsa solubilit',scarsa solubilit',2018,C0Q,TG_11
859,OK,"Il campione è umido, poco granuloso e quasi adesivo.","umida, poco granulosa, quasi adesiva","umida, poco granulosa, quasi adesiva",2018,C0R,TG_20
860,OK,Il campione si scioglie con difficoltà e lascia frammenti medi.,Si scioglie con difficolta e lascia frammenti medi,Si scioglie con difficolta e lascia frammenti medi,2018,C0R,TG_35
861,FUORI_ATTRIBUTO,"È compatto e duro, ma con grana quasi assente e asciutto.","compatto e duro ma con grana quasi assente, asciutto","compatto e duro ma con grana quasi assente, asciutto",2018,C0R,TG_14
862,FUORI_ATTRIBUTO,"È morbido, con poca grana e senza cristalli, lasciando un residuo.",morbida poca grana no cristalli lascia residuo,morbida poca grana no cristalli lascia residuo,2018,C0R,Q_09
863,OK,"La texture è leggermente asciutta, suggerendo una buona maturazione del formaggio.",legg asciutto,legg asciutto,2018,C0R,TG_12
864,OK,"Il campione è morbido al morso, con una consistenza pastosa.","morbido al morso del molare, pastoso","morbido al morso del molare, pastoso",2018,C0R,TG_04
865,OK,"Il campione presenta una pasta compatta, poco friabile e con pochi cristalli, risultando poco solubile.","compatto, poco friabile, poco solubile, pochi cristalli","compatto, poco friabile, poco solubile, pochi cristalli",2018,C0R,TG_19
866,FUORI_ATTRIBUTO,È troppo tenero e ha poca grana.,troppo tenero poca grana,troppo tenero poca grana,2018,C0R,TG_26
867,OK,Il campione ha una grana fine e presenta una leggera farinosità.,"grana fine, leggermente farinoso","grana fine, leggermente farinososo",2018,C0R,TG_11
868,OK,Il campione presenta pochi cristalli.,pochi cristalli,pochi cristalli,2018,C0R,TG_05
869,OK,"Il campione è asciutto, granuloso e non molto solubile, con pochi microcristalli.","asciutta, granulosa, non molto solubile, pochi microcristalli","asciutta, granulosa, non molto solubile, pochi microcristalli",2018,C0A,TG_20
870,OK,"Il campione è duro e consistente, poco friabile, con grana fine ma percepibile, leggermente asciutto e con cristalli sensibili.","curo econsistente , poco friabile, con grana fine ma percepibile, leggermete asciutto, cristalli sensibili","curo econsistente , poco friabile, con grana fine ma percepibile, leggermete asciutto, cristalli sensibili",2018,C0A,TG_14
871,OK,"Il campione è morbido, asciutto e granuloso, tende ad impastare e presenta cristalli evidenti.",morbido asciutto granoloso tende ad impastare e cristalli evidenti,morbido asciutto granoloso tende ad impastare e cristalli evidenti,2018,C0A,Q_09
872,OK,Il campione ha poca grana e risulta poco solubile.,"poca grana, poco solubile","poca grana, poco solubile",2018,C0A,TG_13
873,FUORI_ATTRIBUTO,La solubilità e la friabilità sono moderate.,solubilità e friabilità MODERATO,solubilità e friabilità MODERATO,2018,C0A,Q_02
874,OK,Il campione è pastoso e presenta pochi cristalli.,pastoso;pochi cristalli,pastoso;pochi cristalli,2018,C0A,TG_05
875,OK,"Il campione è friabile ma morbido al morso, troppo plastico e tende ad incollarsi ai denti.",Friabile ma morbido al morso. troppo plastico. incolla ai denti,Friabile ma morbido al morso. troppo plastico. incolla ai denti,2018,C0A,TG_04
876,ILLEGGIBILE,,buona solibulit',buona solibulit',2018,C0A,TG_11
877,OK,"Il campione è leggermente cedevole, mediamente granuloso e solubile, con pochi microcristalli.","leggermente cedevole, mediamente granulosa, mediamente solubile, pochi microcristalli","leggermente cedevole, mediamente granulosa, mediamente solubile, pochi microcristalli",2018,C0C,TG_20
878,OK,"Il campione è duro, friabile, con grana grossolana e cristalli ben percepibili, risultando abbastanza solubile.","duro, friabile, grana grossolana, con cristalli ben percepibili, abbastanza solubile","duro, friabile, grana grossolana, con cristalli ben percepibili, abbastanza solubile",2018,C0C,TG_14
879,OK,"Il campione è granuloso ma tende ad impastare, lasciando un residuo polveroso e qualche cristallo.",granuloso ma tende ad impastare e lascia residuo polversos qualche cristallo,granuloso ma tende ad impastare e lascia residuo polversos qualche cristallo,2018,C0C,Q_09
880,OK,Il campione presenta qualche cristallo ma risulta positivo.,qualche cristallo ma positiva,qualche cristallo ma positiva,2018,C0C,TG_26
881,FUORI_ATTRIBUTO,"La friabilità e la solubilità sono moderate, con una leggera presenza di tirosina.",friabilità e solubilità MODERATE;TIROSINA leggera,friabilità e solubilità MODERATE;TIROSINA leggera,2018,C0C,Q_02
882,OK,"Il campione presenta una pasta compatta e umida, con una pastosità leggera, poco granulosa e solubile, accompagnata da pochi cristalli.","compatto, umido, pastoso, poco granuloso, solubile, pochi cristalli","compatto, umido, pastoso, poco granuloso, solubile, pochi cristalli",2018,C0C,TG_19
883,FUORI_ATTRIBUTO,Ci sono pochi cristalli.,pochi cristalli,pochi cristalli,2018,C0C,TG_05
884,OK,"Il campione si presenta cedevole al dente, con una microstruttura grossolana e cristalli presenti, che impastano la bocca.",cedevole al dente. si frattura in microstruttura grossolana. cristalli presneti. impasta la bocca,cedevole al dente. si frattura in microstruttura grossolana. cristalli presneti. impasta la bocca,2018,C0C,TG_04
885,OK,Il campione è poco solubile e tende a essere pastoso.,"poco solubile, tende a essere pastoso","poco solubile, tende a essere pastoso",2018,C0C,TG_11
886,OK,"Il campione è cedevole, umido e poco granuloso.","cedevole, umida, poco granulosa","cedevole, umida, poco granulosa",2018,C0F,TG_20
