attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Struttura della Pasta
Struttura_della_Pasta,TN319_2018-10-03,782.0,TN319,C0M,TG_04,2018-10-03,2018,OK,"La pasta presenta una frattura evidente, con una stiratura fine e diffusa. L'occhiatura è abbondante, sebbene non si tratti di una spugnosa vera e propria.","Ignoro frattura presente. stirataruttura fine è diffusa. Occhiatura abbondante, anche se non spugnatura vera e propria","Ignoro frattura presente. Struttura fine è diffusa. Occhiatura abbondante, anche se non spugnatura vera e propria",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.3
Struttura_della_Pasta,TN319_2018-10-03,,TN319,C0M,TG_05,2018-10-03,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.4
Struttura_della_Pasta,TN319_2018-10-03,783.0,TN319,C0M,TG_11,2018-10-03,2018,FUORI_ATTRIBUTO,"C'è microocchiatura e una frattura centrale di 4x0,3 cm.","microocchiaturarocchiatura e frattura centrale 4x0,3 cm","Microcchiatura e frattura centrale 4x0,3 cm",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6
Struttura_della_Pasta,TN319_2018-10-03,784.0,TN319,C0M,TG_13,2018-10-03,2018,OK,"La pasta è leggermente stirata, con una microocchiatura diffusa.",Leggermente stiratairata  microocchiaturaroocchiatura diffusa,Leggermente stirata  Microocchiatura diffusa,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.8
Struttura_della_Pasta,TN319_2018-10-03,785.0,TN319,C0M,TG_14,2018-10-03,2018,OK,"La microocchiatura è diffusa, ma non presenta caratteristiche spugnose.",microocchiaturaro occhiatina diffusa ma non spugnosa,Micro occhiatina diffusa ma non spagnola ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,7
Struttura_della_Pasta,TN319_2018-10-03,786.0,TN319,C0M,TG_15,2018-10-03,2018,FUORI_ATTRIBUTO,"C'è microocchiatura su tutta la pasta, con uno spacco centrale e stirata.","microocchiaturaroocchitura su tutta la pastirataa, spacco centrale, stiratairata","Microocchitura su tutta la pasta, spacco centrale, stirata",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6
Struttura_della_Pasta,TN319_2018-10-03,787.0,TN319,C0M,TG_19,2018-10-03,2018,OK,"L'occhiatura è diffusa e presenta una stiratura evidente, con una leggera stiratura.","Occhiatura microocchiaturaro piuttostiratao diffusa, stiratarappo evidente, leggermente stiratairata","Occhiatura micro piuttosto diffusa, strappo evidente, leggermente stirata ",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.5
Struttura_della_Pasta,TN319_2018-10-03,788.0,TN319,C0M,TG_20,2018-10-03,2018,FUORI_ATTRIBUTO,"La frattura è accettabile ma presenta un difetto, con occhiatura e stiratura diffuse.","Frattura  ok ma abbastirataanza  difetto sa, con occhiatura  e stiratairatura  diffuse","Frattura  ok ma abbastanza  difetto sa, con occhiatura  e stiratura  diffuse ",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,5.8
Struttura_della_Pasta,TN319_2018-10-03,789.0,TN319,C0M,TG_24,2018-10-03,2018,OK,"La pasta è omogenea con una grana ben presente, sebbene presenti una frattura interna.","Omogenea con grana ben presente,una frattura interna!","Omogenea con grana ben presente,una frattura interna!",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P3a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P3b_319_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,7.7
Struttura_della_Pasta,TN323_2018-10-03,790.0,TN323,C0N,Q_02,2018-10-03,2018,OK,"La pasta è omogenea e presenta una grana grossa, suggerendo una buona lavorazione.",Omogenea grossa,Omogenea grossa,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,8.5
Struttura_della_Pasta,TN323_2018-10-03,791.0,TN323,C0N,Q_09,2018-10-03,2018,FUORI_ATTRIBUTO,"È un po' grossolana, con zone più fine e evidenti perle cristalline.",Un Po grossolana on zone più fine è stiratairata evidenti cristirataalline perle,Un Po grossolana on zone più fine è stirata evidenti cristalline perle,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,7.9
Struttura_della_Pasta,TN323_2018-10-03,792.0,TN323,C0N,TG_04,2018-10-03,2018,OK,"La pasta presenta una bella grana e una buona frattura, risultando omogenea.","Bella  grana, buona frattura. Omogeneo","Bella  grana, buona frattura. Omogeneo",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,8.6
Struttura_della_Pasta,TN323_2018-10-03,,TN323,C0N,TG_05,2018-10-03,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.1
Struttura_della_Pasta,TN323_2018-10-03,,TN323,C0N,TG_11,2018-10-03,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,8.5
Struttura_della_Pasta,TN323_2018-10-03,793.0,TN323,C0N,TG_13,2018-10-03,2018,OK,La pasta è granulosa e grossolana.,Granulosa grossolana,Granulosa grossolana ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,7.5
Struttura_della_Pasta,TN323_2018-10-03,,TN323,C0N,TG_14,2018-10-03,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,7.1
Struttura_della_Pasta,TN323_2018-10-03,794.0,TN323,C0N,TG_15,2018-10-03,2018,OK,"La pasta è abbastante bella, ma presenta una certa scagliosità.","Abbastirataanza bella, un po' scagliosa","Abbastanza bella, un po' scagliosa",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,9
Struttura_della_Pasta,TN323_2018-10-03,,TN323,C0N,TG_19,2018-10-03,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,8.5
Struttura_della_Pasta,TN323_2018-10-03,795.0,TN323,C0N,TG_20,2018-10-03,2018,OK,"La frattura è bella, con una stiratura granulosa e lievi stirature.","Bella frattura, stirataruttura  granulosa  con lievi stiratariature","Bella frattura, struttura  granulosa  con lievi striature ",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,7.5
Struttura_della_Pasta,TN323_2018-10-03,796.0,TN323,C0N,TG_24,2018-10-03,2018,OK,"La pasta è granulosa e fine, con una frattura accettabile.","granulosa anche fine, frattura circa ok","Grandiosa anche fine, frattura circa ok",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P4a_323_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4a_323_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P4b_323_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,7.8
Struttura_della_Pasta,TN326_2018-10-03,797.0,TN326,C0O,Q_02,2018-10-03,2018,FUORI_ATTRIBUTO,"C'è un sottopiatto demineralizzato con strappi, non omogenea e leggermente stirata.",Sottopiatto demineralizzato con stiratarappi Non omogenea  Leggermente stiratairata,Sottopiatto demineralizzato con strappi Non omogenea  Leggermente stirata ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6
Struttura_della_Pasta,TN326_2018-10-03,798.0,TN326,C0O,Q_09,2018-10-03,2018,FUORI_ATTRIBUTO,Ci sono zone grassette sotto un piatto con piccole fratture e microocchiatura di 1 o 2 mm.,Zone grassete sotto 1 piatto con piccole frattura e   microocchiaturaroocchiatura 1 o 2 mm,Zone grassete sotto 1 piatto con piccole frattura e   Microocchiatura 1 o 2 mm ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.3
Struttura_della_Pasta,TN326_2018-10-03,799.0,TN326,C0O,TG_04,2018-10-03,2018,FUORI_ATTRIBUTO,"L'occhiatura è grossa e stirata a tratti, con macchie rosa.",Occhiatura grossa. stiratairato a tratti macchie rosa,Occhiatura grossa. Stirato a tratti macchie rosa,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.2
Struttura_della_Pasta,TN326_2018-10-03,,TN326,C0O,TG_05,2018-10-03,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,7.5
Struttura_della_Pasta,TN326_2018-10-03,800.0,TN326,C0O,TG_11,2018-10-03,2018,OK,L'occhiatura è localizzata e misura circa 2 mm.,Occhiatura localizzata di circa 2 mm,Occhiatura localizzata di circa 2 mm,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-03\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Struttura della Pasta.csv,6.7
