id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista
350,FUORI_ATTRIBUTO,Minore di 10 mm.,Minore di 10 mm,Minore di 10 mm,2018,C0O,TG_15
351,OK,"Il campione presenta uno spessore della crosta di 8-9 mm, conforme alle attese per la stagionatura.",8 9 mm,nella norma 9 mm,2018,C0O,TG_19
352,OK,"La crosta presenta uno spessore sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.",Sottile,Sottile,2018,C0O,TG_20
353,OK,"La crosta è molto fine nel complesso, conforme alle attese per la stagionatura del Grana Trentino DOP.",Molto fine nel complesso,Molto fine nel complesso,2018,C0O,TG_24
354,OK,"La crosta presenta piatti e scalzi ben definiti con uno spessore medio di 8 mm e spigoli di circa 11 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Piatti e scalzo ben definiti media 8mm Spigoli 11mm circa,Piatti e scalzo ben definiti media 8mm Spigoli 11mm circa,2018,C0Q,Q_02
355,FUORI_ATTRIBUTO,Spessore di 12 mm.,12 m,nella norma m,2018,C0Q,Q_09
356,FUORI_ATTRIBUTO,Mediamente superiore a 1 cm.,Mediamente superiore al cm,Mediamente superiore al cm,2018,C0Q,TG_04
357,CONFORME,"Il campione mostra una crosta regolare, conforme alle attese per la stagionatura del Grana Trentino DOP.",Regolare,Regolare,2018,C0Q,TG_05
358,FUORI_ATTRIBUTO,Spessore di 8 mm.,8 mm,nella norma mm,2018,C0Q,TG_15
359,OK,"La crosta presenta uno spessore regolare di 10 mm e un colore chiaro, conforme alle attese per la stagionatura del Grana Trentino DOP.",9 10 chiaro,nella norma 10 chiaro,2018,C0Q,TG_19
360,OK,"La crosta presenta uno spessore sottile, conforme alle attese per la stagionatura del Grana Trentino DOP.",Sottile,Sottile,2018,C0Q,TG_20
361,OK,Lo spessore della crosta e nella norma (10 mm).,10 mm,nella norma mm,2018,C0Q,TG_24
362,OK,"La crosta presenta uno spessore sfumato, con una media di 8 mm sui piatti e 9 mm sugli scalzi, mentre gli spigoli misurano 15 mm.",Piatto sfumato con media 8mm Scalzo sui 9mm Spigoli 15mm,Piatto sfumato con media 8mm Scalzo sui 9mm Spigoli 15mm,2018,C0A,Q_02
363,OK,"La crosta del campione ha uno spessore di 10 mm, conforme alle attese per la stagionatura.",10 mm,nella norma mm,2018,C0A,Q_09
364,CONFORME,"I piatti del campione sono buoni, conforme alle attese per la stagionatura del Grana Trentino DOP.",Piatti buoni,Piatti buoni,2018,C0A,TG_04
365,CONFORME,"Il campione presenta uno spessore della crosta nella media, conforme alle attese per la stagionatura.",9 10,nella norma 10,2018,C0A,TG_19
366,OK,Lo spessore della crosta è più sottile su una faccia.,Più sottile su una faccia,Più sottile su una faccia,2018,C0A,TG_20
367,OK,"La crosta sugli scalzi è più grossa rispetto ai piatti, con una media di 8 mm.","Sugli scalzi più grossa che su i piatti,ma mediamente 8 mm","Sugli scalzi più grossa che su i piatti,ma mediamente 8 mm",2018,C0A,TG_24
368,OK,La crosta presenta uno spessore sottile sui piatti.,Sottile sui piatti,Sottile sui piatti,2018,C0A,TG_35
369,OK,"La crosta sui piatti e sugli scalzi è sfumata, con una media di 10 mm e spigoli da 22 mm.",Piatti e scalzo sfumati media 10mm Spigoli da 22mm,Piatti e scalzo sfumati media 10mm Spigoli da 22mm,2018,C0E,Q_02
370,OK,Lo spessore della crosta è più evidente su un piatto e sugli angoli.,13 più evidente su un piatto e angoli,spessa più evidente su un piatto e angoli,2018,C0E,Q_09
371,OK,Lo spessore della crosta è ovunque superiore ai 10 mm.,Ovunque superiore ai 10 mm,Ovunque superiore ai 10 mm,2018,C0E,TG_04
372,CONFORME,"Il campione mostra uno spessore della crosta nella media, conforme alle attese per la stagionatura del Grana Trentino DOP.",7,nella norma,2018,C0E,TG_08
373,OK,Lo spessore della crosta è regolare e nella media.,Spessore regolare nella media,Spessore regolare nella media,2018,C0E,TG_14
374,OK,"Lo spessore della crosta è nella norma, con un'intensità maggiore sotto uno scalzo.",11 più intenso sotto uno scalzo,nella norma più intenso sotto uno scalzo,2018,C0E,TG_19
375,OK,Lo spessore della crosta è superiore a 11 mm.,Superiore  a 11 mm,Superiore  a 11 mm,2018,C0E,TG_24
376,OK,La crosta è abbastanza spessa.,Abbastanza spesso,Abbastanza spesso,2018,C0E,TG_35
377,OK,"Un piatto presenta uno spessore sfumato, con una media di 9 mm sui piatti e sugli scalzi, e spigoli da 15 mm.",Un piatto sfumato Media piatto e scalzo 9mm Spigoli 15mm,Un piatto sfumato Media piatto e scalzo 9mm Spigoli 15mm,2018,C0F,Q_02
378,OK,"La crosta è nella norma, con 14 mm su un particolare e una sottocrosta aranciata.",12 14 su 1 particolare sittocrosta aranciato,nella norma 14 su 1 particolare sottocrosta aranciato,2018,C0F,Q_09
379,OK,La crosta è generalmente abbastanza spessa.,Tutta abbastanza spessa,Tutta abbastanza spessa,2018,C0F,TG_04
380,OK,Si osserva un'evidente differenza di spessore tra le due facce della crosta.,Evidente diff  di spessore tra le due facce,Evidente differenza  di spessore tra le due facce,2018,C0F,TG_12
381,FUORI_ATTRIBUTO,"Spessore di 9-10 mm, più deciso su un piatto.",9 10 più deciso su un piatto,nella norma 10 più deciso su un piatto,2018,C0F,TG_19
382,FUORI_ATTRIBUTO,La crosta del campione è sottile.,Media 10 mm,Media 10 mm,2018,C0F,TG_24
383,FUORI_ATTRIBUTO,"Piatto 8 mm, scalzo 9 mm, spigolo 18 mm.",Piatto 8mm  Scalzo 9mm Spigolo 18mm,Piatto 8mm  Scalzo 9mm Spigolo 18mm,2018,C0H,Q_02
384,FUORI_ATTRIBUTO,Undici angoli sono più evidenti.,11 angoli più evidente,nella norma angoli più evidente,2018,C0H,Q_09
385,CONFORME,"La crosta del campione presenta caratteristiche positive, risultando conforme agli standard di qualità del Grana Trentino DOP.",Piatti  molto buoni,Piatti  molto buoni,2018,C0H,TG_04
386,OK,"Lo spessore della crosta varia tra 9 e 10 mm, in linea con le aspettative per la stagionatura del Grana Trentino DOP.",9 10 mm,nella norma 10 mm,2018,C0H,TG_19
387,OK,"La crosta ha uno spessore compreso tra 8 e 9 mm, conforme agli standard di qualità del Grana Trentino DOP.",8 9 mm,nella norma 9 mm,2018,C0H,TG_24
388,OK,La crosta si presenta sottile.,Sottile,Sottile,2018,C0H,TG_35
389,FUORI_ATTRIBUTO,Sfumata media con scalzo e piatti di 10 mm e spigolo di 20 mm.,Sfumata  Media scalzo e piatti 10mm  Spigolo 20mm,Sfumata  Media scalzo e piatti 10mm  Spigolo 20mm,2018,C0M,Q_02
390,FUORI_ATTRIBUTO,Il campione presenta uno spessore di 12.,12,nella norma,2018,C0M,Q_09
391,OK,"La crosta del campione presenta una grana fine e regolare, con piccole occhiature al centro, conforme alle attese per la stagionatura del Grana Trentino DOP.","Grana fine, regolare, piccole occhiature al centro","Grana fine, regolare, piccole occhiature al centro",2018,C0M,TG_14
392,OK,"La crosta presenta uno spessore di 11 mm, in linea con le aspettative per il Grana Trentino DOP.",11,nella norma,2018,C0M,TG_19
393,FUORI_ATTRIBUTO,Mediamente attorno a 11-12 mm.,Mediamente attorno a 11 12 mm,Mediamente attorno a 11 12 mm,2018,C0M,TG_24
394,OK,"La crosta del campione presenta uno spessore molto sottile sui piatti, conforme alle attese per la stagionatura del Grana Trentino DOP.",Crosta molto sottile sui piatti,Crosta molto sottile sui piatti,2018,C0M,TG_35
395,FUORI_ATTRIBUTO,Piatto e scalzo di media 10 mm e spigoli di 20 mm.,Piatto e scalzo media 10mm Spigoli 20mm,Piatto e scalzo media 10mm Spigoli 20mm,2018,C0Q,Q_02
396,FUORI_ATTRIBUTO,Il campione presenta uno spessore di 10.,10,nella norma,2018,C0Q,Q_09
397,FUORI_ATTRIBUTO,"I piatti sono intorno ai 10 mm, mentre gli scalzi sono più spessi.","Intorno ai 10 mm i piatti, scalzi più  spessi","Intorno ai 10 mm i piatti, scalzi più  spessi",2018,C0Q,TG_04
398,FUORI_ATTRIBUTO,Nove mm sono leggermente più visibili su uno scalzo e un piatto.,9 mm leggermente più visibile su uno scalzo e un piatto,nella norma mm leggermente più visibile su uno scalzo e un piatto,2018,C0Q,TG_19
399,OK,"La crosta del campione presenta uno spessore mediamente bello, conforme alle attese per la stagionatura del Grana Trentino DOP.","In media 8, 9 mm bella","In media 8, 9 mm bella",2018,C0Q,TG_24
400,OK,"La crosta del campione è ben distinta dalla pasta, con uno spessore medio di 8 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Crosta ben distinta dalla pasta Media 8mm,Crosta ben distinta dalla pasta Media 8mm,2018,C0B,Q_02
401,OK,"La crosta presenta uno spessore di 8 mm su un lato e 12 mm sull'altro, conforme agli standard di qualità del Grana Trentino DOP.",8 su 1 e 12 sullaltro,nella norma su 1 e 12 sullaltro,2018,C0B,Q_09
402,OK,"La crosta del campione è molto fine su un piatto, mentre sull'altro presenta uno spessore decisamente inferiore.","Su di un piatto molto fine, perfetta.  Sull'altro decisamente meno","Su di un piatto molto fine, perfetta.  Sull'altro decisamente meno",2018,C0B,TG_04
403,OK,La crosta del campione presenta uno spessore più elevato su un piatto.,Più spessa su un piatto,Più spessa su un piatto,2018,C0B,TG_14
404,OK,"Lo spessore della crosta è di 9 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",9 mm,nella norma mm,2018,C0B,TG_15
405,OK,"La crosta ha uno spessore di 10-11 mm, con una maggiore definizione su un piatto, conforme agli standard del Grana Trentino DOP.",10 11 più deciso su un piatto,nella norma 11 più deciso su un piatto,2018,C0B,TG_19
406,OK,"Lo spessore della crosta è variabile, ma nel complesso si attesta attorno agli 8 mm.",Variabile ma nel complesso 8 mm,Variabile ma nel complesso 8 mm,2018,C0B,TG_24
407,FUORI_ATTRIBUTO,Sotto ac1.,Sotto ac1,Sotto ac1,2018,C0B,TG_26
408,OK,"La crosta presenta uno spessore sfumato, con scalzi e piatti di media 9 mm e spigoli di 1,8 mm.","Crosta sfumata Scalzi e piatti media 9mm Spigoli 1,8","Crosta sfumata Scalzi e piatti media 9mm Spigoli 1,8",2018,C0D,Q_02
409,FUORI_ATTRIBUTO,Il campione presenta uno spessore di 12.,12,nella norma,2018,C0D,Q_09
410,OK,"La crosta presenta uno spessore di 10 mm, conforme agli standard di qualità del Grana Trentino DOP.",10 mm,nella norma mm,2018,C0D,TG_15
411,OK,"Lo spessore della crosta è di 9 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",9,nella norma,2018,C0D,TG_19
412,OK,Lo spessore della crosta è mediamente di 10 mm.,Mediamente 10 mm,Mediamente 10 mm,2018,C0D,TG_24
413,OK,"La crosta non è uniforme, con uno scalzo molto più grosso e una media di 1 mm.",Non uniforme uno scalzo molto più grosso  media 1,Non uniforme uno scalzo molto più grosso  media 1,2018,C0D,TG_26
414,OK,"La crosta ha una media di 10 mm, con spigoli da 18 mm.",Media 10mm Spigoli da 18mm,Media 10mm Spigoli da 18mm,2018,C0I,Q_02
415,OK,"La crosta presenta una pigmentazione anomala, con un colore aranciato nella sottocrosta.",Colore sottocrosta aranciato,Colore sottocrostarosta aranciato,2018,C0I,Q_09
416,OK,"La crosta ha uno spessore di 12 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",12 mm,nella norma mm,2018,C0I,TG_15
417,FUORI_ATTRIBUTO,Il campione presenta uno spessore di 10.,10,nella norma,2018,C0I,TG_19
418,OK,"La crosta non è omogenea, con uno spessore di 11 mm.",Non omogeneo.. 11 mm,Non omogeneo.. 11 mm,2018,C0I,TG_24
419,RIFERIMENTO,,Sopra 1,Sopra 1,2018,C0I,TG_26
420,OK,"La crosta presenta uno spessore sfumato, con una media di 10 mm.",Crosta sfumata Media 10mm,Crosta sfumata Media 10mm,2018,C0M,Q_02
421,OK,"La crosta presenta uno spessore di 12 mm, conforme agli standard di qualità del Grana Trentino DOP.",12,nella norma,2018,C0M,Q_09
422,FUORI_ATTRIBUTO,Sempre sopra il centimetro.,Sempre sopra il cm.,Sempre sopra il cm.,2018,C0M,TG_04
423,FUORI_ATTRIBUTO,Undici mm.,11 mm,nella norma mm,2018,C0M,TG_15
424,FUORI_ATTRIBUTO,Nove mm chiaro.,9 chiaro,nella norma chiaro,2018,C0M,TG_19
425,FUORI_ATTRIBUTO,Tra 9 e 10 mm.,9 10 mm,nella norma 10 mm,2018,C0M,TG_24
426,FUORI_ATTRIBUTO,Media di 8 mm e spigoli da 15 mm.,Media 8mm Spigoli da 15mm,Media 8mm Spigoli da 15mm,2018,C0O,Q_02
427,OK,"La crosta del campione presenta uno spessore spessa, con angoli ben definiti e una sottocrosta leggermente rugosa.",14,spessa,2018,C0O,Q_09
428,FUORI_ATTRIBUTO,Mai inferiore al centimetro.,Mai inferiore al centimetro,Mai inferiore al centimetro,2018,C0O,TG_04
429,OK,Lo spessore della crosta e nella norma (10 mm).,10 mm,nella norma mm,2018,C0O,TG_15
430,OK,"La crosta ha uno spessore di 9 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",9,nella norma,2018,C0O,TG_19
431,FUORI_ATTRIBUTO,Undici mm.,11 mm,nella norma mm,2018,C0O,TG_24
432,FUORI_ATTRIBUTO,Evidente media di 11 mm e spigoli almeno di 20 mm.,Evidente  Media 11mm Spigoli almeno 20mm,Evidente  Media 11mm Spigoli almeno 20mm,2018,C0R,Q_02
433,OK,"La crosta del campione presenta uno spessore spessa, con angoli ben definiti e una sottocrosta leggermente rugosa.",13,spessa,2018,C0R,Q_09
434,FUORI_ATTRIBUTO,Un lato della crosta è inferiore a 1.,Un lato crosta inferiore a1,Un lato crosta inferiore a1,2018,C0R,TG_08
435,OK,Lo spessore della crosta e nella norma (12 mm).,12 mm,nella norma mm,2018,C0R,TG_15
436,FUORI_ATTRIBUTO,Tra 10 e 11 mm.,10 11,nella norma 11,2018,C0R,TG_19
437,OK,"La crosta del campione presenta uno spessore molto variabile e disomogenea, con una media di 12 mm.","Molto variabile e disomogenea, media 12 mm","Molto variabile e disomogenea, media 12 mm",2018,C0R,TG_24
438,OK,"La crosta del campione presenta uno spessore molto sottile, prossima ai 5 mm.",Molto sottile prossima ai 5mm,Molto sottile prossima ai 5mm,2018,C0A,Q_02
439,OK,"La crosta presenta uno spessore di 11 mm, conforme agli standard di qualità del Grana Trentino DOP.",11,nella norma,2018,C0A,Q_09
440,FUORI_ATTRIBUTO,"Un bel piatto con spessore inferiore ai 10 mm, mentre il resto è più spesso.",1 bel piatto con spessore inferiore ai 10 mm. Più  spesso il resto,1 bel piatto con spessore inferiore ai 10 mm. Più  spesso il resto,2018,C0A,TG_04
441,CONFORME,La regolarità della crosta è conforme alle attese per la stagionatura del Grana Trentino DOP.,Buona la regolarità,Buona la regolarità,2018,C0A,TG_08
442,FUORI_ATTRIBUTO,Otto decimi di cm.,"0,8 cm",molto sottile,2018,C0A,TG_13
443,OK,"La crosta presenta un aspetto chiaro e regolare, conforme agli standard di qualità del Grana Trentino DOP.",Chiaro e regolare,Chiaro e regolare,2018,C0A,TG_19
444,FUORI_ATTRIBUTO,Più sottile verso una delle facce.,Più sottile verso una delle facce,Più sottile verso una delle facce,2018,C0A,TG_20
445,FUORI_ATTRIBUTO,"Variabile, ma nel complesso è fine!","Variabile, ma nel complesso fine!","Variabile, ma nel complesso fine!",2018,C0A,TG_24
446,FUORI_ATTRIBUTO,Non è uniforme.,Non uniforme,Non uniforme,2018,C0A,TG_26
447,OK,"La crosta presenta uno spessore scalzo e piatto, con una misura media di 8 mm e spigoli minimi di 15 mm.",Scalzo e piatto Media 8mm Spigoli minimo 15mm,Scalzo e piatto Media 8mm Spigoli minimo 15mm,2018,C0C,Q_02
448,OK,"La misura della crosta è di 10 mm, conforme alle aspettative per la stagionatura del Grana Trentino DOP.",10,nella norma,2018,C0C,Q_09
449,FUORI_ATTRIBUTO,Non è regolare.,Non regolare,Non regolare,2018,C0C,TG_08
450,FUORI_ATTRIBUTO,"Spessore di 0,8 cm.","0,8 cm",molto sottile,2018,C0C,TG_13
451,FUORI_ATTRIBUTO,Il sapore è piuttosto elevato.,Piuttosto elevato,Piuttosto elevato,2018,C0C,TG_24
452,FUORI_ATTRIBUTO,"Sottile nei piatti, circa 0,5 cm, e grossa negli scalzi con spigoli normali.","Sottile nei piatti circa 0,5 grossa negli scalzi spigoli normali","Sottile nei piatti circa 0,5 grossa negli scalzi spigoli normali",2018,C0C,TG_26
453,OK,La crosta presenta uno spessore medio di 9 mm e spigoli con una misura media di 15 mm.,Spessore medio 9mm  Spigoli media 15mm,Spessore medio 9mm  Spigoli media 15mm,2018,C0D,Q_02
454,FUORI_ATTRIBUTO,Il colore è aranciato.,11 ma colore sottoscritta aranciato,nella norma ma colore sottocrosta aranciato,2018,C0D,Q_09
455,FUORI_ATTRIBUTO,Abbondante lateralmente.,Abbondante lateralmente,Abbondante lateralmente,2018,C0D,TG_08
456,FUORI_ATTRIBUTO,"Fine nei sei piatti, più marcata sugli scalzi.",Fine sei piatti più marcata sugli scalzi,Fine sei piatti più marcata sugli scalzi,2018,C0D,TG_13
457,FUORI_ATTRIBUTO,"Intensità di 10, più marcata su un piatto.",10 più intenso su un piatto,nella norma più intenso su un piatto,2018,C0D,TG_19
458,OK,La crosta presenta uno spessore medio di 10 mm.,Mediamente 10 mm,Mediamente 10 mm,2018,C0D,TG_24
459,OK,La crosta presenta uno spessore medio di 9 mm.,Media 9mm,Media 9mm,2018,C0G,Q_02
460,OK,"La crosta ha uno spessore di 12 mm, in linea con le attese per la stagionatura del Grana Trentino DOP.",12,nella norma,2018,C0G,Q_09
461,CONFORME,"Il campione presenta caratteristiche buone, conformi agli standard del Grana Trentino DOP.",Buono,Buono,2018,C0G,TG_08
462,FUORI_ATTRIBUTO,Il campione presenta uno spessore di 1 cm.,1 cm,molto sottile,2018,C0G,TG_13
463,FUORI_ATTRIBUTO,"Variabile, mediamente 11 mm.",Vario... Mediamente 11 mm,Vario... Mediamente 11 mm,2018,C0G,TG_24
464,FUORI_ATTRIBUTO,"Uniforme, spessore di 1 cm.",Uniforme 1cm,Uniforme 1cm,2018,C0G,TG_26
465,OK,"La crosta del campione presenta uno spessore evidente minimo di 10 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Evidente Minimo 10mm,Evidente Minimo 10mm,2018,C0N,Q_02
466,OK,"La crosta misura 12 mm, conforme agli standard di spessore per il Grana Trentino DOP.",12,nella norma,2018,C0N,Q_09
467,OK,"La crosta del campione presenta uno spessore sempre superiore ai 12 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Sempre superiore ai 12 mm,Sempre superiore ai 12 mm,2018,C0N,TG_04
468,FUORI_ATTRIBUTO,Piatto sottile con lato abbondante.,Piatto sottile lato abbondante,Piatto sottile lato abbondante,2018,C0N,TG_08
469,FUORI_ATTRIBUTO,Il campione presenta uno spessore di 1 cm.,1 cm,molto sottile,2018,C0N,TG_13
470,FUORI_ATTRIBUTO,"Intenso, con un difetto che dall'esterno entra nell'unghia.","Intenso, difetto che dall'esterno entra nellunghia","Intenso, difetto che dall'esterno entra nellunghia",2018,C0N,TG_19
471,OK,"La crosta del campione è più spessa della media, conforme alle attese per la stagionatura del Grana Trentino DOP.",Piu spesso  della  media,Piu spesso  della  media,2018,C0N,TG_20
472,OK,"La crosta del campione presenta uno spessore molto variabile, da piatto a scalzi, con una media di 12 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Molto variabile da piatto a scalzi. Media 12,Molto variabile da piatto a scalzi. Media 12,2018,C0N,TG_24
473,OK,"La crosta del campione presenta spigoli grossolani, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spigoli grossolana,Spigoli grossolana,2018,C0N,TG_26
474,OK,"La crosta del campione presenta uno spessore medio di 7 mm, con spigoli da 10 a 15 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Spessore medio 7mm  Spigoli da 10 a 15mm,Spessore medio 7mm  Spigoli da 10 a 15mm,2018,C0Q,Q_02
475,OK,"La misura della crosta è di 12 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",12,nella norma,2018,C0Q,Q_09
476,OK,"La crosta del campione presenta uno spessore a tratti inferiore ai 10 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",A tratti inferiore ai 10 mm,A tratti inferiore ai 10 mm,2018,C0Q,TG_04
477,FUORI_ATTRIBUTO,Lateralmente superiore a 1 cm sui piatti regolari.,Lateralmente superiore al cm  sul piatti regolare,Lateralmente superiore al cm  sul piatti regolare,2018,C0Q,TG_08
478,FUORI_ATTRIBUTO,Più intenso sotto uno scalzo e un piatto.,Più intenso sotto uno scalzo e un piatto,Più intenso sotto uno scalzo e un piatto,2018,C0Q,TG_19
479,OK,"La crosta del campione è leggermente più spessa della media, conforme alle attese per la stagionatura del Grana Trentino DOP.",Leggermente  Più spessa della media,Leggermente  Più spessa della media,2018,C0Q,TG_20
480,OK,"La crosta del campione presenta uno spessore medio di 10 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Media 10 mm,Media 10 mm,2018,C0Q,TG_24
481,FUORI_ATTRIBUTO,"Spigoli pronunciati, sopra 1 cm.",Spigoli pronunciati sopra il cm,Spigoli pronunciati sopra il cm,2018,C0Q,TG_26
482,OK,"La crosta presenta uno spessore di 8 mm su un lato e 6 mm sull'altro, conforme alle attese per la stagionatura.",8  su 1 lato e 6 sull'altro,nella norma  su 1 lato e 6 sull'altro,2018,C0B,Q_09
483,FUORI_ATTRIBUTO,"Spessore di 0,6 cm, più spesso su un piatto.","0,6 cm più spessa su un piatto",molto sottile più spessa su un piatto,2018,C0B,TG_13
484,FUORI_ATTRIBUTO,Diverso da un piatto all'altro.,Diverso da un piatto allaltro,Diverso da un piatto allaltro,2018,C0B,TG_19
485,FUORI_ATTRIBUTO,Non è regolare.,N9n regolare,non regolare,2018,C0C,TG_05
486,OK,"La crosta del campione è molto sottile, con una marcata unghia di colore ocra.","1,1 cm crosta marcata con unghia di colore ocra",molto sottile crosta marcata con unghia di colore ocra,2018,C0C,TG_13
487,OK,"La misura della crosta è compresa tra 9 e 10 mm, conforme agli standard per il Grana Trentino DOP.",9 10,nella norma 10,2018,C0C,TG_19
488,OK,La crosta presenta uno spessore molto spessa con spigoli pronunciati.,Scalzi molto spessa spigoli pronunciati,Scalzi molto spessa spigoli pronunciati,2018,C0C,TG_26
489,OK,"La crosta ha uno spessore di 8 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",8,nella norma,2018,C0D,Q_09
490,OK,La crosta del campione è molto sottile.,1 cm,molto sottile,2018,C0D,TG_13
491,FUORI_ATTRIBUTO,"Meno di 10, più intenso sotto un piatto.","Meno di 10, più intenso sotto un piatto","Meno di 10, più intenso sotto un piatto",2018,C0D,TG_19
492,OK,La crosta presenta uno spessore regolare.,Regolare spessore,Regolare spessore,2018,C0F,TG_05
493,OK,La crosta del campione è molto sottile.,"0,8 cm",molto sottile,2018,C0F,TG_13
494,FUORI_ATTRIBUTO,Più spessa su una faccia.,Più spessa su una faccia,Più spessa su una faccia,2018,C0F,TG_20
495,FUORI_ATTRIBUTO,"1,1.","1,1","1,1",2018,C0N,Q_09
496,FUORI_ATTRIBUTO,Sottocrosta importante soprattutto su un piatto.,Sottocrosta importante soprattutto su un piatto,sottocrostarosta importante soprattutto su un piatto,2018,C0N,TG_13
497,OK,"La misura della crosta è compresa tra 11 e 12 mm, conforme agli standard di spessore per il Grana Trentino DOP.",11 12,nella norma 12,2018,C0N,TG_19
498,OK,"La crosta presenta uno spessore di 12 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",12,nella norma,2018,C0R,Q_09
499,OK,La sottocrosta è evidente e marcata.,Sottocrosta evidente e marcato,sottocrostarosta evidente e marcato,2018,C0R,TG_13
500,FUORI_ATTRIBUTO,8 su un lato e 6 sull'altro.,8  su 1 lato e 6 sull'altro,nella norma  su 1 lato e 6 sull'altro,2018,C0B,Q_09
501,FUORI_ATTRIBUTO,"0,6 cm più spessa su un piatto.","0,6 cm più spessa su un piatto",molto sottile più spessa su un piatto,2018,C0B,TG_13
502,FUORI_ATTRIBUTO,Diverso da un piatto all'altro.,Diverso da un piatto allaltro,Diverso da un piatto allaltro,2018,C0B,TG_19
503,FUORI_ATTRIBUTO,Non regolare.,Non regolare,Non regolare,2018,C0C,TG_05
504,FUORI_ATTRIBUTO,"1,1 cm di crosta marcata con unghia di colore ocra.","1,1 cm crosta marcata con unghia di colore ocra",molto sottile crosta marcata con unghia di colore ocra,2018,C0C,TG_13
505,OK,"La misura della crosta è compresa tra 9 e 10 mm, conforme agli standard per il Grana Trentino DOP.",9 10,nella norma 10,2018,C0C,TG_19
506,OK,"La crosta presenta uno spessore molto spessa sugli scalzi, con spigoli pronunciati.",Scalzi molto spessa spigoli pronunciati,Scalzi molto spessa spigoli pronunciati,2018,C0C,TG_26
507,OK,"La crosta ha uno spessore di 8 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",8,nella norma,2018,C0D,Q_09
508,FUORI_ATTRIBUTO,1 cm.,1 cm,molto sottile,2018,C0D,TG_13
509,FUORI_ATTRIBUTO,"Meno di 10, più intenso sotto un piatto.","Meno di 10, più intenso sotto un piatto","Meno di 10, più intenso sotto un piatto",2018,C0D,TG_19
510,OK,La crosta presenta uno spessore regolare.,Regolare spessore,Regolare spessore,2018,C0F,TG_05
511,FUORI_ATTRIBUTO,"0,8 cm.","0,8 cm",molto sottile,2018,C0F,TG_13
512,FUORI_ATTRIBUTO,Più spessa su una faccia.,Più spessa su una faccia,Più spessa su una faccia,2018,C0F,TG_20
513,ILLEGGIBILE,,"1,1","1,1",2018,C0N,Q_09
514,FUORI_ATTRIBUTO,Sottocrosta importante soprattutto su un piatto.,Sottocrosta importante soprattutto su un piatto,sottocrostarosta importante soprattutto su un piatto,2018,C0N,TG_13
515,OK,"La misura della crosta è compresa tra 11 e 12 mm, conforme agli standard di spessore per il Grana Trentino DOP.",11 12,nella norma 12,2018,C0N,TG_19
516,OK,"La crosta presenta uno spessore di 12 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",12,nella norma,2018,C0R,Q_09
517,FUORI_ATTRIBUTO,Sottocrosta evidente e marcata.,Sottocrosta evidente e marcato,sottocrostarosta evidente e marcato,2018,C0R,TG_13
518,FUORI_ATTRIBUTO,Media 9 mm.,Media 9mm,Media 9mm,2018,C0E,Q_02
519,FUORI_ATTRIBUTO,Più sotto un piatto.,Più sotto 1 piatto,Più sotto 1 piatto,2018,C0E,Q_09
520,OK,La crosta è spessa sugli scalzi e migliore sui piatti.,Spessa sugli scalzi. Meglio sul piatti,Spessa sugli scalzi. Meglio sul piatti,2018,C0E,TG_13
521,OK,"La crosta ha uno spessore di 8 mm, conforme agli standard di qualità per il Grana Trentino DOP.",8 mm,nella norma mm,2018,C0E,TG_15
522,OK,"La misura della crosta è compresa tra 9 e 10 mm, conforme alle attese per la stagionatura del Grana Trentino DOP.",9 10,nella norma 10,2018,C0E,TG_19
523,OK,Gli spigoli sono ben definiti e la crosta presenta uno spessore maggiore negli scalzi.,Spigoli belli più spessa negli scalzi,Spigoli belli più spessa negli scalzi,2018,C0E,TG_26
524,OK,"La misura media della crosta è di 10 mm, conforme agli standard per il Grana Trentino DOP.",Media 10 mm,Media 10 mm,2018,C0G,Q_02
525,FUORI_ATTRIBUTO,"Colore tranciato, sottocrosta più netta sotto un piatto.",Colore tranciato sottocrosta più netta sotto 1 piatto,Colore aranciato sottocrostarosta più netta sotto 1 piatto,2018,C0G,Q_09
526,FUORI_ATTRIBUTO,Anche sotto i 10 mm a lunghi tratti.,Anche sotto i 10 mm a lunghi tratti,Anche sotto i 10 mm a lunghi tratti,2018,C0G,TG_04
