attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Unnamed: 7,Profumo
Profumo,TN307_2018-10-10,,TN307,C0E,Q_10,2018-10-10,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P2a_307_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P2a_307_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P2b_307_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P2a_307_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P2b_307_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.72
Profumo,TN310_2018-10-10,598.0,TN310,C0F,TG_20,2018-10-10,2018,FUORI_ATTRIBUTO,Il commento indica un difetto con note di paglia o lettiera.,"difettoso, nota di paglia / lettiera","difettoso, nota di paglia / lettiera",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,5.02
Profumo,TN310_2018-10-10,,TN310,C0F,TG_11,2018-10-10,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.4
Profumo,TN310_2018-10-10,599.0,TN310,C0F,TG_08,2018-10-10,2018,OK,Il profumo del campione ricorda burro fuso.,"burro fuso, burro,","burro fuso, burro,",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.86
Profumo,TN310_2018-10-10,600.0,TN310,C0F,Q_09,2018-10-10,2018,FUORI_ATTRIBUTO,"Il commento menziona note vegetali e balsamiche, con riferimento all'eucalipto.",vegetaleetale balsamico eucalipto?,vegetale balsamico eucalipto?,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,5.92
Profumo,TN310_2018-10-10,601.0,TN310,C0F,TG_12,2018-10-10,2018,OK,Il campione presenta un profumo di crosta con una leggera speziatura.,"crosta, legg speziato","crosta, legg speziato",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.86
Profumo,TN310_2018-10-10,602.0,TN310,C0F,TG_24,2018-10-10,2018,OK,"Il profumo del campione è caratterizzato da note di grana, nocciola e fieno.","grana, nocciola, fieno","grana, nocciola, fieno",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.66
Profumo,TN310_2018-10-10,,TN310,C0F,TG_05,2018-10-10,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,5.74
Profumo,TN310_2018-10-10,603.0,TN310,C0F,TG_35,2018-10-10,2018,OK,"Il campione ha un profumo di lattico cotto, tostato e verdure lesse.",lattico cotto tostato e verdure lesse,lattico cotto tostato e verdure lesse,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.9
Profumo,TN310_2018-10-10,604.0,TN310,C0F,TG_04,2018-10-10,2018,FUORI_ATTRIBUTO,"Il commento descrive una forte nota floreale e fruttata, considerata anomala ma gradevole.","Su un plateau di sensazioni mature spicca una forte nota floreale, addirittura fruttata. anomalo, gradevole","Su un plateau di sensazioni mature spicca una forte nota floreale, addirittura fruttata. anomalo, gradevole",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.44
Profumo,TN310_2018-10-10,,TN310,C0F,Q_02,2018-10-10,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.94
Profumo,TN310_2018-10-10,605.0,TN310,C0F,TG_19,2018-10-10,2018,FUORI_ATTRIBUTO,"Il commento esprime un odore putrido, considerato terribile.","Putrido, trremendo","Putrido, trremendo",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,4
Profumo,TN310_2018-10-10,606.0,TN310,C0F,TG_14,2018-10-10,2018,FUORI_ATTRIBUTO,Il commento evidenzia un odore animale.,odore animale,odore animale,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.46
Profumo,TN310_2018-10-10,,TN310,C0F,Q_10,2018-10-10,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.12
Profumo,TN313_2018-10-10,607.0,TN313,C0H,TG_20,2018-10-10,2018,OK,"La nota lattica è meno evidente rispetto a quella di brodo, che risulta predominante.","nota lattica meno evidente rispetto a quella di brodo, che un po domina","nota lattica meno evidente rispetto a quella di brodo, che un po domina",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.3
Profumo,TN313_2018-10-10,,TN313,C0H,TG_11,2018-10-10,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.66
Profumo,TN313_2018-10-10,608.0,TN313,C0H,TG_08,2018-10-10,2018,OK,Il profumo presenta un intenso aroma di burro e burro fuso.,burro e burro fuso intenso,burro e burro fuso intenso,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,9.16
Profumo,TN313_2018-10-10,609.0,TN313,C0H,Q_09,2018-10-10,2018,FUORI_ATTRIBUTO,Il commento menziona note vegetali e fieno.,leg vegetaleetale fieno,leg vegetale fieno,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.9
Profumo,TN313_2018-10-10,,TN313,C0H,TG_12,2018-10-10,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.02
Profumo,TN313_2018-10-10,610.0,TN313,C0H,TG_24,2018-10-10,2018,OK,Il campione ha un profumo piuttosto intenso con una tostatura prevalente.,piuttosto intenso con tostaura anche prevalente,piuttosto intenso con tostaura anche prevalente,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.6
Profumo,TN313_2018-10-10,,TN313,C0H,TG_05,2018-10-10,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.54
Profumo,TN313_2018-10-10,611.0,TN313,C0H,TG_35,2018-10-10,2018,OK,Il profumo è caratterizzato da note di verdura lessa.,verdura lessa,verdura lessa,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.9
Profumo,TN313_2018-10-10,612.0,TN313,C0H,TG_04,2018-10-10,2018,OK,"Il campione ha una buona intensità olfattiva, con sentori maturi di brodo, crosta e burro cotto.","Buona intensita. Sentori maturi. brodo, crosta, burro cotto","Buona intensita. Sentori maturi. brodo, crosta, burro cotto",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.08
Profumo,TN313_2018-10-10,,TN313,C0H,Q_02,2018-10-10,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.02
Profumo,TN313_2018-10-10,613.0,TN313,C0H,TG_19,2018-10-10,2018,OK,Il profumo è caratterizzato da una prevalenza di panna.,panna prevalente,panna prevalente,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.8
Profumo,TN313_2018-10-10,614.0,TN313,C0H,TG_14,2018-10-10,2018,OK,Il campione presenta note di brodo e burro.,"brodo, burro","brodo, burro",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.48
Profumo,TN313_2018-10-10,,TN313,C0H,Q_10,2018-10-10,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-10/P4a_313_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4a_313_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-10\\P4b_313_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.54
