attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Sapore
Sapore,TN326_2018-10-24,659.0,TN326,C0O,TG_08,2018-10-24,2018,OK,"Leggermente amaro, manca di struttura; salato e piccante ma non legati.","leggermente amaro, manca come di struttura, salato ,piccantecante ma non legati","leggermente amaro, manca come di struttura, salato ,piccante ma non legati",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,6.52
Sapore,TN326_2018-10-24,660.0,TN326,C0O,TG_24,2018-10-24,2018,OK,"Il sapore è medio equilibrato, con un finale amarognolo che completa l'esperienza gustativa.",medio equilibratorio con amarognolo finale...,medio equilibrio con amarognolo finale...,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,6.46
Sapore,TN326_2018-10-24,,TN326,C0O,Q_09,2018-10-24,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,7.36
Sapore,TN326_2018-10-24,661.0,TN326,C0O,TG_12,2018-10-24,2018,OK,Il sapore presenta una leggera dolcezza.,legg dolce,legg dolce,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,8.5
Sapore,TN326_2018-10-24,,TN326,C0O,Q_02,2018-10-24,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,7.3
Sapore,TN326_2018-10-24,662.0,TN326,C0O,TG_05,2018-10-24,2018,OK,È acido e amaro.,acido;amaro;,acido;amaro;,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,4.54
Sapore,TN326_2018-10-24,663.0,TN326,C0O,TG_26,2018-10-24,2018,OK,"Il sapore del Grana Trentino DOP si presenta equilibrato, con una sapidità marcata.",legg salato,legg salato,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,7
Sapore,TN326_2018-10-24,664.0,TN326,C0O,TG_04,2018-10-24,2018,OK,"Il sapore del Grana Trentino DOP è piccante sulla lingua, con una certa amarezza.","piccantecante sulla lingua, moderatamente. certamente amaro","piccante sulla lingua, moderatamente. certamente amaro",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,7.96
Sapore,TN326_2018-10-24,665.0,TN326,C0O,TG_19,2018-10-24,2018,OK,Il sapore del Grana Trentino DOP presenta una leggera predominanza di umami.,umami leggermente preponderante,umami leggermente preponderante,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,8.74
Sapore,TN326_2018-10-24,,TN326,C0O,TG_11,2018-10-24,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,6.46
Sapore,TN326_2018-10-24,666.0,TN326,C0O,TG_15,2018-10-24,2018,OK,"Il sapore del Grana Trentino DOP è leggermente piccante e presenta una nota amara, ma non fastidiosa.",leggermente piccantecante e nota amara ma non fastidiosi,leggermente piccante e nota amara ma non fastidiosi,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P5a_326_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5a_326_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P5b_326_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,7.84
Sapore,TN338_2018-10-24,,TN338,C0R,TG_14,2018-10-24,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,7
Sapore,TN338_2018-10-24,667.0,TN338,C0R,TG_08,2018-10-24,2018,OK,"Il sapore del Grana Trentino DOP è quasi astringente, lasciando una sensazione di asciutto in bocca.","quasi astringente, asciug atroppo in bocca","quasi astringente, asciug atroppo in bocca",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,6.34
Sapore,TN338_2018-10-24,668.0,TN338,C0R,TG_24,2018-10-24,2018,OK,Il sapore del Grana Trentino DOP è equilibrato e presenta anche note dolci.,equilibratorato e con note anche dolci,equilibrato e con note anche dolci,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,8.44
Sapore,TN338_2018-10-24,,TN338,C0R,Q_09,2018-10-24,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,7.12
Sapore,TN338_2018-10-24,,TN338,C0R,TG_12,2018-10-24,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,8.02
Sapore,TN338_2018-10-24,669.0,TN338,C0R,Q_02,2018-10-24,2018,OK,È amaro.,amaro,amaro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,6.52
Sapore,TN338_2018-10-24,670.0,TN338,C0R,TG_05,2018-10-24,2018,OK,È acido e amaro.,acido;amaro,acido;amaro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,5.56
Sapore,TN338_2018-10-24,671.0,TN338,C0R,TG_26,2018-10-24,2018,OK,Il sapore del Grana Trentino DOP presenta una pungenza.,punge,punge,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,6.04
Sapore,TN338_2018-10-24,672.0,TN338,C0R,TG_04,2018-10-24,2018,OK,"Il sapore del Grana Trentino DOP è un po' salato, con percezioni di amaro e acidità.",un po salato. percepisco amaro e acidit',un po salato. percepisco amaro e acidit',1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,7.48
Sapore,TN338_2018-10-24,673.0,TN338,C0R,TG_19,2018-10-24,2018,OK,Il sapore del Grana Trentino DOP è intenso e presenta una forte nota di umami.,umami intenso,umami intenso,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,6.94
Sapore,TN338_2018-10-24,,TN338,C0R,TG_11,2018-10-24,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,7.54
Sapore,TN338_2018-10-24,674.0,TN338,C0R,TG_15,2018-10-24,2018,OK,"Il sapore del Grana Trentino DOP è abbastanza equilibrato, con una leggera nota di amaro.",abbastanza equilibratorato anche se percepisco una leggera nota di amaro,abbastanza equilibrato anche se percepisco una leggera nota di amaro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-24/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-24\\P6b_338_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,8.5
Sapore,TN302_2018-10-31,675.0,TN302,C0A,TG_20,2018-10-31,2018,OK,"Il sapore del Grana Trentino DOP ha una sapidità medio alta, umami marcato e piccantezza medio alta, risultando non così armonico.","sapidit' medio alta, umami marcato, piccantecantezza medio alta, non cosi armonico","sapidit' medio alta, umami marcato, piccantezza medio alta, non cosi armonico",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-31/P1a_302_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-31/P1a_302_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1b_302_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1a_302_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1b_302_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,6.76
Sapore,TN302_2018-10-31,676.0,TN302,C0A,TG_08,2018-10-31,2018,OK,"Il sapore del Grana Trentino DOP è molto piccante, quasi da gorgonzola.","molto piccantecante, quasi da gorgonzola","molto piccante, quasi da gorgonzola",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-31/P1a_302_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-31/P1a_302_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1b_302_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1a_302_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1b_302_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,6.76
Sapore,TN302_2018-10-31,677.0,TN302,C0A,Q_09,2018-10-31,2018,OK,È amaro.,amaro,amaro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-31/P1a_302_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-31/P1a_302_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1b_302_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1a_302_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1b_302_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,5.74
Sapore,TN302_2018-10-31,678.0,TN302,C0A,TG_11,2018-10-31,2018,OK,Il sapore del Grana Trentino DOP è piccante.,piccantecante,piccante,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-31/P1a_302_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-31/P1a_302_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1b_302_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1a_302_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-10-31\\P1b_302_grana.bmp""]",,,,Commenti TOT_2018_Sapore.csv,4.78
